"","Id","When","Type","Alberta","ModifiedDate"
"120",75369,"4/1/2010 12:00:00 AM","Natural Gas",9622388700,"8/21/2020 1:23:15 PM"
"121",75370,"5/1/2010 12:00:00 AM","Natural Gas",9790009400,"8/21/2020 1:23:15 PM"
"122",75371,"5/1/2010 12:00:00 AM","Non-Conventional Oil",7328029.1,"8/21/2020 1:23:15 PM"
"123",75372,"5/1/2010 12:00:00 AM","Conventional Oil",2304554.8,"8/21/2020 1:23:15 PM"
"124",75373,"6/1/2010 12:00:00 AM","Non-Conventional Oil",7340886.7,"8/21/2020 1:23:15 PM"
"125",75374,"6/1/2010 12:00:00 AM","Natural Gas",9112047000,"8/21/2020 1:23:15 PM"
"126",75375,"6/1/2010 12:00:00 AM","Conventional Oil",2192497.5,"8/21/2020 1:23:15 PM"
"127",75376,"7/1/2010 12:00:00 AM","Non-Conventional Oil",7571798.3,"8/21/2020 1:23:15 PM"
"128",75377,"7/1/2010 12:00:00 AM","Natural Gas",9584063800,"8/21/2020 1:23:15 PM"
"129",75378,"7/1/2010 12:00:00 AM","Conventional Oil",2286966.9,"8/21/2020 1:23:15 PM"
"130",75379,"8/1/2010 12:00:00 AM","Conventional Oil",2310148.6,"8/21/2020 1:23:15 PM"
"131",75380,"8/1/2010 12:00:00 AM","Natural Gas",9586635100,"8/21/2020 1:23:15 PM"
"132",75381,"8/1/2010 12:00:00 AM","Non-Conventional Oil",7486064.1,"8/21/2020 1:23:15 PM"
"133",75382,"9/1/2010 12:00:00 AM","Non-Conventional Oil",6638169.8,"8/21/2020 1:23:15 PM"
"134",75383,"9/1/2010 12:00:00 AM","Conventional Oil",2204683.1,"8/21/2020 1:23:15 PM"
"135",75384,"9/1/2010 12:00:00 AM","Natural Gas",8953293400,"8/21/2020 1:23:15 PM"
"136",75385,"10/1/2010 12:00:00 AM","Natural Gas",9294761500,"8/21/2020 1:23:15 PM"
"137",75386,"10/1/2010 12:00:00 AM","Non-Conventional Oil",7195056,"8/21/2020 1:23:15 PM"
"138",75387,"10/1/2010 12:00:00 AM","Conventional Oil",2333947,"8/21/2020 1:23:15 PM"
"139",75388,"11/1/2010 12:00:00 AM","Natural Gas",8801163600,"8/21/2020 1:23:15 PM"
"140",75389,"11/1/2010 12:00:00 AM","Conventional Oil",2306025,"8/21/2020 1:23:15 PM"
"141",75390,"11/1/2010 12:00:00 AM","Non-Conventional Oil",7759823,"8/21/2020 1:23:15 PM"
"142",75391,"12/1/2010 12:00:00 AM","Conventional Oil",2410320.1,"8/21/2020 1:23:15 PM"
"143",75392,"12/1/2010 12:00:00 AM","Non-Conventional Oil",8218928.7,"8/21/2020 1:23:15 PM"
"144",75393,"12/1/2010 12:00:00 AM","Natural Gas",9180499900,"8/21/2020 1:23:15 PM"
"145",75394,"1/1/2011 12:00:00 AM","Natural Gas",9074097300,"8/21/2020 1:23:15 PM"
"146",75395,"1/1/2011 12:00:00 AM","Conventional Oil",2380002.7,"8/21/2020 1:23:15 PM"
"147",75396,"1/1/2011 12:00:00 AM","Non-Conventional Oil",7744551.1,"8/21/2020 1:23:15 PM"
"148",75397,"2/1/2011 12:00:00 AM","Non-Conventional Oil",7148457,"8/21/2020 1:23:15 PM"
"149",75398,"2/1/2011 12:00:00 AM","Conventional Oil",2188150.2,"8/21/2020 1:23:15 PM"
"150",75399,"2/1/2011 12:00:00 AM","Natural Gas",8251698600,"8/21/2020 1:23:15 PM"
"151",75400,"3/1/2011 12:00:00 AM","Conventional Oil",2455478.1,"8/21/2020 1:23:15 PM"
"152",75401,"3/1/2011 12:00:00 AM","Non-Conventional Oil",7706970.7,"8/21/2020 1:23:15 PM"
"153",75402,"3/1/2011 12:00:00 AM","Natural Gas",9091712400,"8/21/2020 1:23:15 PM"
"154",75403,"4/1/2011 12:00:00 AM","Non-Conventional Oil",7445175.9,"8/21/2020 1:23:15 PM"
"155",75404,"4/1/2011 12:00:00 AM","Natural Gas",9104141800,"8/21/2020 1:23:15 PM"
"156",75405,"4/1/2011 12:00:00 AM","Conventional Oil",2395944.1,"8/21/2020 1:23:15 PM"
"157",75406,"5/1/2011 12:00:00 AM","Natural Gas",9051266800,"8/21/2020 1:23:15 PM"
"158",75407,"5/1/2011 12:00:00 AM","Conventional Oil",2298500.5,"8/21/2020 1:23:15 PM"
"159",75408,"5/1/2011 12:00:00 AM","Non-Conventional Oil",6595892.6,"8/21/2020 1:23:15 PM"
"160",75409,"6/1/2011 12:00:00 AM","Natural Gas",8796907500,"8/21/2020 1:23:15 PM"
"161",75410,"6/1/2011 12:00:00 AM","Conventional Oil",2219853.9,"8/21/2020 1:23:15 PM"
"162",75411,"6/1/2011 12:00:00 AM","Non-Conventional Oil",7248012.9,"8/21/2020 1:23:15 PM"
"163",75412,"7/1/2011 12:00:00 AM","Natural Gas",9156216300,"8/21/2020 1:23:15 PM"
"164",75413,"7/1/2011 12:00:00 AM","Non-Conventional Oil",8333780.3,"8/21/2020 1:23:15 PM"
"165",75414,"7/1/2011 12:00:00 AM","Conventional Oil",2344236.1,"8/21/2020 1:23:15 PM"
"166",75415,"8/1/2011 12:00:00 AM","Conventional Oil",2432271,"8/21/2020 1:23:15 PM"
"167",75416,"8/1/2011 12:00:00 AM","Natural Gas",9059126600,"8/21/2020 1:23:15 PM"
"168",75417,"8/1/2011 12:00:00 AM","Non-Conventional Oil",8773933.4,"8/21/2020 1:23:15 PM"
"169",75418,"9/1/2011 12:00:00 AM","Natural Gas",8632952800,"8/21/2020 1:23:15 PM"
"170",75419,"9/1/2011 12:00:00 AM","Non-Conventional Oil",8038588.3,"8/21/2020 1:23:15 PM"
"171",75420,"9/1/2011 12:00:00 AM","Conventional Oil",2437164.3,"8/21/2020 1:23:15 PM"
"172",75421,"10/1/2011 12:00:00 AM","Conventional Oil",2594440.2,"8/21/2020 1:23:15 PM"
"173",75422,"10/1/2011 12:00:00 AM","Non-Conventional Oil",8500593.3,"8/21/2020 1:23:15 PM"
"174",75423,"10/1/2011 12:00:00 AM","Natural Gas",8914243200,"8/21/2020 1:23:15 PM"
"175",75424,"11/1/2011 12:00:00 AM","Non-Conventional Oil",8015631.6,"8/21/2020 1:23:15 PM"
"176",75425,"11/1/2011 12:00:00 AM","Natural Gas",8859161600,"8/21/2020 1:23:15 PM"
"177",75426,"11/1/2011 12:00:00 AM","Conventional Oil",2597544.5,"8/21/2020 1:23:15 PM"
"178",75427,"12/1/2011 12:00:00 AM","Non-Conventional Oil",8699535.7,"8/21/2020 1:23:15 PM"
"179",75428,"12/1/2011 12:00:00 AM","Conventional Oil",2791461.7,"8/21/2020 1:23:15 PM"
"180",75429,"12/1/2011 12:00:00 AM","Natural Gas",9286980100,"8/21/2020 1:23:15 PM"
"181",75430,"1/1/2012 12:00:00 AM","Non-Conventional Oil",8781010.4,"8/21/2020 1:23:15 PM"
"182",75431,"1/1/2012 12:00:00 AM","Conventional Oil",2732441,"8/21/2020 1:23:15 PM"
"183",75432,"1/1/2012 12:00:00 AM","Natural Gas",8873359200,"8/21/2020 1:23:15 PM"
"184",75433,"2/1/2012 12:00:00 AM","Natural Gas",8348839900,"8/21/2020 1:23:15 PM"
"185",75434,"2/1/2012 12:00:00 AM","Conventional Oil",2619447.1,"8/21/2020 1:23:15 PM"
"186",75435,"2/1/2012 12:00:00 AM","Non-Conventional Oil",7956982.4,"8/21/2020 1:23:15 PM"
"187",75436,"3/1/2012 12:00:00 AM","Conventional Oil",2888108.6,"8/21/2020 1:23:15 PM"
"188",75437,"3/1/2012 12:00:00 AM","Natural Gas",8957755000,"8/21/2020 1:23:15 PM"
"189",75438,"3/1/2012 12:00:00 AM","Non-Conventional Oil",7949891.1,"8/21/2020 1:23:15 PM"
"190",75439,"4/1/2012 12:00:00 AM","Conventional Oil",2753463.4,"8/21/2020 1:23:15 PM"
"191",75440,"4/1/2012 12:00:00 AM","Natural Gas",8583941100,"8/21/2020 1:23:15 PM"
"192",75441,"4/1/2012 12:00:00 AM","Non-Conventional Oil",8197718.7,"8/21/2020 1:23:15 PM"
"193",75442,"5/1/2012 12:00:00 AM","Conventional Oil",2780625.7,"8/21/2020 1:23:15 PM"
"194",75443,"5/1/2012 12:00:00 AM","Non-Conventional Oil",8455655.8,"8/21/2020 1:23:15 PM"
"195",75444,"5/1/2012 12:00:00 AM","Natural Gas",8701638900,"8/21/2020 1:23:15 PM"
"196",75445,"6/1/2012 12:00:00 AM","Non-Conventional Oil",8342345.1,"8/21/2020 1:23:15 PM"
"197",75446,"6/1/2012 12:00:00 AM","Conventional Oil",2613764.1,"8/21/2020 1:23:15 PM"
"198",75447,"6/1/2012 12:00:00 AM","Natural Gas",8190368900,"8/21/2020 1:23:15 PM"
"199",75448,"7/1/2012 12:00:00 AM","Conventional Oil",2685879.5,"8/21/2020 1:23:15 PM"
"200",75449,"7/1/2012 12:00:00 AM","Natural Gas",8399085600,"8/21/2020 1:23:15 PM"
"201",75450,"7/1/2012 12:00:00 AM","Non-Conventional Oil",9327507.2,"8/21/2020 1:23:15 PM"
"202",75451,"8/1/2012 12:00:00 AM","Non-Conventional Oil",9228519.7,"8/21/2020 1:23:15 PM"
"203",75452,"8/1/2012 12:00:00 AM","Natural Gas",8344328600,"8/21/2020 1:23:15 PM"
"204",75453,"8/1/2012 12:00:00 AM","Conventional Oil",2715176.2,"8/21/2020 1:23:15 PM"
"205",75454,"9/1/2012 12:00:00 AM","Non-Conventional Oil",8539397,"8/21/2020 1:23:15 PM"
"206",75455,"9/1/2012 12:00:00 AM","Natural Gas",8029030100,"8/21/2020 1:23:15 PM"
"207",75456,"9/1/2012 12:00:00 AM","Conventional Oil",2667676.6,"8/21/2020 1:23:15 PM"
"208",75457,"10/1/2012 12:00:00 AM","Non-Conventional Oil",9044593.5,"8/21/2020 1:23:15 PM"
"209",75458,"10/1/2012 12:00:00 AM","Natural Gas",8446202900,"8/21/2020 1:23:15 PM"
"210",75459,"10/1/2012 12:00:00 AM","Conventional Oil",2851859.7,"8/21/2020 1:23:15 PM"
"211",75460,"11/1/2012 12:00:00 AM","Conventional Oil",2810820.2,"8/21/2020 1:23:15 PM"
"212",75461,"11/1/2012 12:00:00 AM","Natural Gas",8290892300,"8/21/2020 1:23:15 PM"
"213",75462,"11/1/2012 12:00:00 AM","Non-Conventional Oil",8820338.2,"8/21/2020 1:23:15 PM"
"214",75463,"12/1/2012 12:00:00 AM","Conventional Oil",2951518.5,"8/21/2020 1:23:15 PM"
"215",75464,"12/1/2012 12:00:00 AM","Non-Conventional Oil",9902794.6,"8/21/2020 1:23:15 PM"
"216",75465,"12/1/2012 12:00:00 AM","Natural Gas",8410643500,"8/21/2020 1:23:15 PM"
"217",75466,"1/1/2013 12:00:00 AM","Natural Gas",8740099100,"8/21/2020 1:23:15 PM"
"218",75467,"1/1/2013 12:00:00 AM","Conventional Oil",2915192,"8/21/2020 1:23:15 PM"
"219",75468,"1/1/2013 12:00:00 AM","Non-Conventional Oil",9550096,"8/21/2020 1:23:15 PM"
"220",75469,"2/1/2013 12:00:00 AM","Natural Gas",7962578700,"8/21/2020 1:23:15 PM"
"221",75470,"2/1/2013 12:00:00 AM","Conventional Oil",2715962.5,"8/21/2020 1:23:15 PM"
"222",75471,"2/1/2013 12:00:00 AM","Non-Conventional Oil",8597166.4,"8/21/2020 1:23:15 PM"
"223",75472,"3/1/2013 12:00:00 AM","Non-Conventional Oil",9670964.1,"8/21/2020 1:23:15 PM"
"224",75473,"3/1/2013 12:00:00 AM","Natural Gas",8526284300,"8/21/2020 1:23:15 PM"
