"","Id","StructureType","Area","When","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"139",223138,"Total residential","All areas","4/1/2013 12:00:00 AM",757997000,631765000,4276140000,142640000,43032000,60168000,71714000,1574134000,12105000,805189000,163910000,"7/31/2020 10:09:33 AM"
"140",223139,"Total residential and non-residential","All areas","4/1/2013 12:00:00 AM",1449704000,900924000,6978641000,189069000,141741000,77454000,109146000,2522243000,15095000,1291488000,249193000,"7/31/2020 10:09:33 AM"
"141",223140,"Total commercial","All areas","5/1/2013 12:00:00 AM",307666000,130587000,1371593000,44443000,9143000,14790000,24843000,483476000,8329000,275324000,59768000,"7/31/2020 10:09:33 AM"
"142",223141,"Total industrial","All areas","5/1/2013 12:00:00 AM",122271000,41576000,556285000,13708000,3811000,83000,3998000,206938000,615000,129888000,32669000,"7/31/2020 10:09:33 AM"
"143",223142,"Total institutional and governmental","All areas","5/1/2013 12:00:00 AM",105961000,46403000,683938000,37756000,13532000,10627000,7476000,265041000,17997000,160327000,16767000,"7/31/2020 10:09:33 AM"
"144",223143,"Total residential","All areas","5/1/2013 12:00:00 AM",845303000,563070000,4376223000,115121000,41873000,60847000,82926000,1671827000,12183000,834782000,134719000,"7/31/2020 10:09:33 AM"
"145",223144,"Total residential and non-residential","All areas","5/1/2013 12:00:00 AM",1381201000,781636000,6988038000,211027000,68359000,86347000,119243000,2627281000,39124000,1400321000,243923000,"7/31/2020 10:09:33 AM"
"146",223145,"Total commercial","All areas","6/1/2013 12:00:00 AM",324047000,186518000,1375872000,55907000,40408000,14614000,21078000,479054000,485000,198592000,54288000,"7/31/2020 10:09:33 AM"
"147",223146,"Total industrial","All areas","6/1/2013 12:00:00 AM",92669000,34807000,396940000,15770000,2902000,783000,7536000,144925000,1737000,54031000,36981000,"7/31/2020 10:09:33 AM"
"148",223147,"Total institutional and governmental","All areas","6/1/2013 12:00:00 AM",164778000,69511000,739704000,36778000,15911000,4194000,11233000,281772000,282000,90004000,35543000,"7/31/2020 10:09:33 AM"
"149",223148,"Total residential","All areas","6/1/2013 12:00:00 AM",804632000,563452000,3921064000,115292000,34690000,60526000,56564000,1418491000,10991000,689816000,155828000,"7/31/2020 10:09:33 AM"
"150",223149,"Total residential and non-residential","All areas","6/1/2013 12:00:00 AM",1386126000,854288000,6433579000,223747000,93911000,80117000,96411000,2324242000,13495000,1032443000,282639000,"7/31/2020 10:09:33 AM"
"151",223150,"Total commercial","All areas","7/1/2013 12:00:00 AM",488146000,144596000,1985345000,59793000,12785000,17325000,26951000,840348000,1465000,318721000,40508000,"7/31/2020 10:09:33 AM"
"152",223151,"Total industrial","All areas","7/1/2013 12:00:00 AM",99433000,58075000,469593000,5983000,4630000,1052000,7979000,189321000,6355000,77186000,14861000,"7/31/2020 10:09:33 AM"
"153",223152,"Total institutional and governmental","All areas","7/1/2013 12:00:00 AM",111784000,72545000,676134000,45712000,15977000,1423000,11503000,304864000,2920000,58473000,50742000,"7/31/2020 10:09:33 AM"
"154",223153,"Total residential","All areas","7/1/2013 12:00:00 AM",822416000,483385000,3904659000,147002000,38040000,56996000,49601000,1334309000,9522000,798136000,149286000,"7/31/2020 10:09:33 AM"
"155",223154,"Total residential and non-residential","All areas","7/1/2013 12:00:00 AM",1521778000,758602000,7035731000,258490000,71432000,76796000,96034000,2668841000,20262000,1252516000,255397000,"7/31/2020 10:09:33 AM"
"156",223155,"Total commercial","All areas","8/1/2013 12:00:00 AM",390936000,173840000,1456966000,54985000,15549000,21737000,16454000,477855000,1440000,250605000,52037000,"7/31/2020 10:09:33 AM"
"157",223156,"Total industrial","All areas","8/1/2013 12:00:00 AM",133411000,36101000,473281000,13102000,1038000,943000,3330000,166624000,58000,103668000,14723000,"7/31/2020 10:09:33 AM"
"158",223157,"Total institutional and governmental","All areas","8/1/2013 12:00:00 AM",64467000,82650000,570523000,73177000,18807000,5053000,8075000,150954000,1289000,122118000,41924000,"7/31/2020 10:09:33 AM"
"159",223158,"Total residential","All areas","8/1/2013 12:00:00 AM",728221000,592140000,3992543000,141287000,38902000,55257000,67921000,1502402000,11495000,704065000,143387000,"7/31/2020 10:09:33 AM"
"160",223159,"Total residential and non-residential","All areas","8/1/2013 12:00:00 AM",1317034000,884731000,6493313000,282551000,74296000,82990000,95779000,2297835000,14282000,1180454000,252071000,"7/31/2020 10:09:33 AM"
"161",223160,"Total commercial","All areas","9/1/2013 12:00:00 AM",396799000,169389000,1581173000,44181000,16958000,13749000,12993000,578646000,2225000,277908000,66896000,"7/31/2020 10:09:33 AM"
"162",223161,"Total industrial","All areas","9/1/2013 12:00:00 AM",114895000,24674000,512324000,13026000,2135000,26651000,3204000,203114000,7717000,95121000,21570000,"7/31/2020 10:09:33 AM"
"163",223162,"Total institutional and governmental","All areas","9/1/2013 12:00:00 AM",76564000,113443000,657253000,34778000,16578000,4912000,9156000,158115000,163000,234379000,7413000,"7/31/2020 10:09:33 AM"
"164",223163,"Total residential","All areas","9/1/2013 12:00:00 AM",902604000,537905000,4070014000,146027000,37822000,56981000,63211000,1396184000,7547000,743879000,169710000,"7/31/2020 10:09:33 AM"
"165",223164,"Total residential and non-residential","All areas","9/1/2013 12:00:00 AM",1490861000,845411000,6820764000,238012000,73492000,102293000,88565000,2336059000,17652000,1351288000,265589000,"7/31/2020 10:09:33 AM"
"166",223165,"Total commercial","All areas","10/1/2013 12:00:00 AM",397200000,186252000,1849957000,84369000,13341000,12368000,22793000,768505000,5269000,241381000,114289000,"7/31/2020 10:09:33 AM"
"167",223166,"Total industrial","All areas","10/1/2013 12:00:00 AM",82444000,20998000,337066000,13684000,4625000,11944000,3580000,138028000,618000,36208000,11347000,"7/31/2020 10:09:33 AM"
"168",223167,"Total institutional and governmental","All areas","10/1/2013 12:00:00 AM",102698000,28854000,519218000,15642000,16321000,982000,2721000,148525000,152000,176915000,25620000,"7/31/2020 10:09:33 AM"
"169",223168,"Total residential","All areas","10/1/2013 12:00:00 AM",865406000,578558000,4256640000,130802000,41472000,60833000,52122000,1534954000,8235000,828594000,147543000,"7/31/2020 10:09:33 AM"
"170",223169,"Total residential and non-residential","All areas","10/1/2013 12:00:00 AM",1447749000,814662000,6962882000,244496000,75759000,86127000,81216000,2590013000,14274000,1283097000,298800000,"7/31/2020 10:09:33 AM"
"171",223170,"Total commercial","All areas","11/1/2013 12:00:00 AM",362152000,227069000,1884314000,34024000,15489000,15473000,17057000,807797000,3425000,318176000,83467000,"7/31/2020 10:09:33 AM"
"172",223171,"Total industrial","All areas","11/1/2013 12:00:00 AM",138658000,29762000,461603000,11018000,3608000,2353000,5347000,188973000,73000,66112000,14762000,"7/31/2020 10:09:33 AM"
"173",223172,"Total institutional and governmental","All areas","11/1/2013 12:00:00 AM",65972000,30002000,478237000,10916000,28225000,2964000,3476000,165497000,12613000,125429000,33096000,"7/31/2020 10:09:33 AM"
"174",223173,"Total residential","All areas","11/1/2013 12:00:00 AM",872626000,665716000,4151587000,112190000,34102000,50763000,55167000,1495128000,8594000,719212000,134926000,"7/31/2020 10:09:33 AM"
"175",223174,"Total residential and non-residential","All areas","11/1/2013 12:00:00 AM",1439407000,952548000,6975741000,168148000,81424000,71553000,81047000,2657395000,24705000,1228929000,266251000,"7/31/2020 10:09:33 AM"
"176",223175,"Total commercial","All areas","12/1/2013 12:00:00 AM",332113000,112849000,1351848000,34118000,12251000,26420000,18409000,424977000,4470000,302828000,53363000,"7/31/2020 10:09:33 AM"
"177",223176,"Total industrial","All areas","12/1/2013 12:00:00 AM",89840000,22709000,531004000,13207000,4089000,243000,2810000,274364000,1030000,104188000,18239000,"7/31/2020 10:09:33 AM"
"178",223177,"Total institutional and governmental","All areas","12/1/2013 12:00:00 AM",89685000,71064000,889656000,32038000,10387000,230000,7907000,188557000,335000,475168000,13465000,"7/31/2020 10:09:33 AM"
"179",223178,"Total residential","All areas","12/1/2013 12:00:00 AM",882799000,571137000,3874829000,99320000,33955000,38644000,41750000,1385045000,6829000,655503000,152100000,"7/31/2020 10:09:33 AM"
"180",223179,"Total residential and non-residential","All areas","12/1/2013 12:00:00 AM",1394436000,777758000,6647337000,178683000,60682000,65537000,70875000,2272942000,12664000,1537688000,237167000,"7/31/2020 10:09:33 AM"
"181",223180,"Total commercial","All areas","1/1/2014 12:00:00 AM",392717000,190560000,1685636000,80327000,13091000,10365000,25611000,678390000,7365000,212742000,71849000,"7/31/2020 10:09:33 AM"
"182",223181,"Total industrial","All areas","1/1/2014 12:00:00 AM",74609000,34999000,373803000,6422000,4661000,37512000,5045000,149726000,26000,52856000,7935000,"7/31/2020 10:09:33 AM"
"183",223182,"Total institutional and governmental","All areas","1/1/2014 12:00:00 AM",350191000,95614000,962587000,25524000,10185000,3015000,8286000,225991000,220000,212818000,30636000,"7/31/2020 10:09:33 AM"
"184",223183,"Total residential","All areas","1/1/2014 12:00:00 AM",1098920000,672389000,4637851000,121697000,40374000,51878000,54493000,1564246000,7545000,868078000,150231000,"7/31/2020 10:09:33 AM"
"185",223184,"Total residential and non-residential","All areas","1/1/2014 12:00:00 AM",1916437000,993561000,7659878000,233970000,68310000,102770000,93435000,2618352000,15156000,1346494000,260650000,"7/31/2020 10:09:33 AM"
"186",223185,"Total commercial","All areas","2/1/2014 12:00:00 AM",326543000,217914000,1532852000,34538000,21978000,7893000,17728000,562426000,8028000,247350000,80615000,"7/31/2020 10:09:33 AM"
"187",223186,"Total industrial","All areas","2/1/2014 12:00:00 AM",113827000,17326000,416782000,7599000,3200000,625000,3136000,134671000,860000,125941000,9592000,"7/31/2020 10:09:33 AM"
"188",223187,"Total institutional and governmental","All areas","2/1/2014 12:00:00 AM",69377000,80100000,1052688000,36278000,17948000,5570000,3167000,624251000,3908000,202590000,8434000,"7/31/2020 10:09:33 AM"
"189",223188,"Total residential","All areas","2/1/2014 12:00:00 AM",877799000,533994000,4062616000,110299000,43257000,40190000,50225000,1572126000,10321000,695360000,123323000,"7/31/2020 10:09:33 AM"
"190",223189,"Total residential and non-residential","All areas","2/1/2014 12:00:00 AM",1387547000,849334000,7064939000,188714000,86384000,54278000,74256000,2893474000,23117000,1271239000,221964000,"7/31/2020 10:09:33 AM"
"191",223190,"Total commercial","All areas","3/1/2014 12:00:00 AM",450157000,142140000,1646128000,31919000,20835000,11493000,28740000,642843000,7776000,254243000,55661000,"7/31/2020 10:09:33 AM"
"192",223191,"Total industrial","All areas","3/1/2014 12:00:00 AM",86556000,29658000,398681000,7468000,7263000,920000,9674000,149209000,1846000,94935000,2701000,"7/31/2020 10:09:33 AM"
"193",223192,"Total institutional and governmental","All areas","3/1/2014 12:00:00 AM",45466000,120951000,580734000,26181000,8721000,59000,3706000,134130000,50000,230129000,11255000,"7/31/2020 10:09:33 AM"
"194",223193,"Total residential","All areas","3/1/2014 12:00:00 AM",740436000,527668000,3851748000,114424000,35760000,35664000,58623000,1414339000,6140000,773284000,141059000,"7/31/2020 10:09:33 AM"
"195",223194,"Total residential and non-residential","All areas","3/1/2014 12:00:00 AM",1322615000,820417000,6477292000,179993000,72578000,48136000,100743000,2340521000,15812000,1352592000,210676000,"7/31/2020 10:09:33 AM"
"196",223195,"Total commercial","All areas","4/1/2014 12:00:00 AM",331725000,146812000,1312731000,66001000,10599000,18666000,20164000,427242000,2512000,228761000,59815000,"7/31/2020 10:09:33 AM"
"197",223196,"Total industrial","All areas","4/1/2014 12:00:00 AM",83182000,34832000,402423000,13194000,777000,700000,8635000,188632000,1278000,57065000,12242000,"7/31/2020 10:09:33 AM"
"198",223197,"Total institutional and governmental","All areas","4/1/2014 12:00:00 AM",84191000,44305000,701422000,22061000,8983000,142000,11079000,132086000,0,336128000,62170000,"7/31/2020 10:09:33 AM"
"199",223198,"Total residential","All areas","4/1/2014 12:00:00 AM",860776000,497667000,3826857000,119167000,27180000,39299000,60604000,1390512000,9078000,698685000,119078000,"7/31/2020 10:09:33 AM"
"200",223199,"Total residential and non-residential","All areas","4/1/2014 12:00:00 AM",1359874000,723616000,6243434000,220423000,47540000,58807000,100482000,2138471000,12868000,1320638000,253305000,"7/31/2020 10:09:33 AM"
"201",223200,"Total commercial","All areas","5/1/2014 12:00:00 AM",455265000,201006000,1757250000,121663000,17887000,18216000,25255000,650135000,5599000,202122000,58063000,"7/31/2020 10:09:33 AM"
"202",223201,"Total industrial","All areas","5/1/2014 12:00:00 AM",92644000,46302000,449977000,10842000,2787000,5168000,5235000,178012000,1497000,98310000,8194000,"7/31/2020 10:09:33 AM"
"203",223202,"Total institutional and governmental","All areas","5/1/2014 12:00:00 AM",86189000,64405000,567943000,16483000,9485000,8462000,6991000,165890000,746000,192179000,12703000,"7/31/2020 10:09:33 AM"
"204",223203,"Total residential","All areas","5/1/2014 12:00:00 AM",868303000,578373000,4148874000,155572000,36018000,49208000,46075000,1517317000,9859000,720730000,158752000,"7/31/2020 10:09:33 AM"
"205",223204,"Total residential and non-residential","All areas","5/1/2014 12:00:00 AM",1502401000,890086000,6924044000,304561000,66178000,81054000,83555000,2511354000,17701000,1213341000,237711000,"7/31/2020 10:09:33 AM"
"206",223205,"Total commercial","All areas","6/1/2014 12:00:00 AM",569226000,188362000,1677324000,53702000,12214000,46741000,14950000,474905000,6436000,239190000,68473000,"7/31/2020 10:09:33 AM"
"207",223206,"Total industrial","All areas","6/1/2014 12:00:00 AM",135021000,26351000,637133000,15155000,3058000,3151000,3792000,220749000,1204000,220126000,8472000,"7/31/2020 10:09:33 AM"
"208",223207,"Total institutional and governmental","All areas","6/1/2014 12:00:00 AM",46200000,65646000,1025686000,33774000,2762000,2240000,4805000,238690000,217000,626393000,3697000,"7/31/2020 10:09:33 AM"
"209",223208,"Total residential","All areas","6/1/2014 12:00:00 AM",917284000,557956000,4246105000,121697000,40024000,45837000,69177000,1674464000,8979000,678707000,117948000,"7/31/2020 10:09:33 AM"
"210",223209,"Total residential and non-residential","All areas","6/1/2014 12:00:00 AM",1667731000,838314000,7586248000,224327000,58058000,97969000,92723000,2608808000,16836000,1764417000,198589000,"7/31/2020 10:09:33 AM"
"211",223210,"Total commercial","All areas","7/1/2014 12:00:00 AM",414152000,188550000,1484173000,67682000,16395000,17219000,9669000,504597000,1829000,201715000,56908000,"7/31/2020 10:09:33 AM"
"212",223211,"Total industrial","All areas","7/1/2014 12:00:00 AM",99541000,22561000,461156000,20451000,4154000,3884000,9488000,184317000,755000,101808000,13599000,"7/31/2020 10:09:33 AM"
"213",223212,"Total institutional and governmental","All areas","7/1/2014 12:00:00 AM",138943000,94839000,1291202000,87425000,13740000,2368000,5919000,242177000,184000,687933000,16555000,"7/31/2020 10:09:33 AM"
"214",223213,"Total residential","All areas","7/1/2014 12:00:00 AM",914776000,651344000,4501809000,120779000,41135000,55873000,65964000,1804056000,8999000,688263000,134164000,"7/31/2020 10:09:33 AM"
"215",223214,"Total residential and non-residential","All areas","7/1/2014 12:00:00 AM",1567412000,957294000,7738340000,296338000,75424000,79344000,91041000,2735147000,11767000,1679718000,221226000,"7/31/2020 10:09:33 AM"
"216",223215,"Total commercial","All areas","8/1/2014 12:00:00 AM",454317000,136981000,1484670000,66788000,12070000,67079000,17314000,407872000,3732000,253007000,64137000,"7/31/2020 10:09:33 AM"
"217",223216,"Total industrial","All areas","8/1/2014 12:00:00 AM",93957000,32672000,420259000,8942000,4854000,4487000,13588000,189018000,490000,65974000,4752000,"7/31/2020 10:09:33 AM"
"218",223217,"Total institutional and governmental","All areas","8/1/2014 12:00:00 AM",126919000,50690000,570253000,15674000,10666000,1588000,3543000,171271000,4658000,164328000,16191000,"7/31/2020 10:09:33 AM"
"219",223218,"Total residential","All areas","8/1/2014 12:00:00 AM",968101000,602331000,4128135000,135034000,33394000,47019000,49028000,1390981000,7023000,735028000,151998000,"7/31/2020 10:09:33 AM"
"220",223219,"Total residential and non-residential","All areas","8/1/2014 12:00:00 AM",1643294000,822674000,6603317000,226438000,60985000,120173000,83473000,2159142000,15903000,1218337000,237078000,"7/31/2020 10:09:33 AM"
"221",223220,"Total commercial","All areas","9/1/2014 12:00:00 AM",355521000,141427000,1656739000,59612000,20947000,37057000,54070000,725662000,1710000,213408000,41328000,"7/31/2020 10:09:33 AM"
"222",223221,"Total industrial","All areas","9/1/2014 12:00:00 AM",123182000,23128000,472629000,16174000,4247000,1134000,8514000,196545000,2915000,83384000,12691000,"7/31/2020 10:09:33 AM"
"223",223222,"Total institutional and governmental","All areas","9/1/2014 12:00:00 AM",114461000,58636000,866111000,37806000,16305000,55000,1993000,414036000,1166000,199412000,8336000,"7/31/2020 10:09:33 AM"
"224",223223,"Total residential","All areas","9/1/2014 12:00:00 AM",845839000,708820000,4406793000,116406000,41043000,52072000,50822000,1661250000,11528000,781551000,129785000,"7/31/2020 10:09:33 AM"
"225",223224,"Total residential and non-residential","All areas","9/1/2014 12:00:00 AM",1439003000,932009000,7402272000,229999000,82543000,90318000,115400000,2997494000,17319000,1277754000,192140000,"7/31/2020 10:09:33 AM"
"226",223225,"Total commercial","All areas","10/1/2014 12:00:00 AM",341435000,283166000,1418724000,27520000,16648000,40152000,14712000,373054000,2295000,276319000,38258000,"7/31/2020 10:09:33 AM"
"227",223226,"Total industrial","All areas","10/1/2014 12:00:00 AM",118804000,19989000,521278000,11007000,5333000,1850000,5352000,235028000,760000,90255000,26902000,"7/31/2020 10:09:33 AM"
"228",223227,"Total institutional and governmental","All areas","10/1/2014 12:00:00 AM",45427000,266051000,806608000,28314000,10360000,11539000,4088000,205959000,294000,205756000,4007000,"7/31/2020 10:09:33 AM"
"229",223228,"Total residential","All areas","10/1/2014 12:00:00 AM",869387000,742440000,4290020000,134254000,33764000,39044000,90778000,1521750000,11189000,692318000,144961000,"7/31/2020 10:09:33 AM"
"230",223229,"Total residential and non-residential","All areas","10/1/2014 12:00:00 AM",1375052000,1311646000,7036631000,201095000,66106000,92585000,114930000,2335792000,14538000,1264649000,214129000,"7/31/2020 10:09:33 AM"
"231",223230,"Total commercial","All areas","11/1/2014 12:00:00 AM",350141000,154247000,1324401000,52786000,20047000,6702000,15202000,440680000,4148000,210622000,69280000,"7/31/2020 10:09:33 AM"
"232",223231,"Total industrial","All areas","11/1/2014 12:00:00 AM",94419000,22967000,458403000,10503000,7830000,4507000,5583000,233741000,1260000,59912000,17490000,"7/31/2020 10:09:33 AM"
"233",223232,"Total institutional and governmental","All areas","11/1/2014 12:00:00 AM",70121000,95928000,800476000,52271000,3201000,2488000,8015000,318805000,839000,216529000,23271000,"7/31/2020 10:09:33 AM"
"234",223233,"Total residential","All areas","11/1/2014 12:00:00 AM",909288000,593647000,4458513000,147024000,38860000,36811000,73029000,1785414000,10786000,744161000,115140000,"7/31/2020 10:09:33 AM"
"235",223234,"Total residential and non-residential","All areas","11/1/2014 12:00:00 AM",1423968000,866790000,7041794000,262585000,69938000,50508000,101830000,2778641000,17033000,1231224000,225182000,"7/31/2020 10:09:33 AM"
"236",223235,"Total commercial","All areas","12/1/2014 12:00:00 AM",408659000,221849000,1547659000,74901000,12994000,19660000,13747000,509785000,656000,211969000,72464000,"7/31/2020 10:09:33 AM"
"237",223236,"Total industrial","All areas","12/1/2014 12:00:00 AM",90053000,43868000,466368000,7699000,6776000,1180000,12189000,225443000,443000,62633000,15215000,"7/31/2020 10:09:33 AM"
"238",223237,"Total institutional and governmental","All areas","12/1/2014 12:00:00 AM",192508000,124245000,707582000,22826000,11466000,99000,6854000,180109000,541000,148074000,20860000,"7/31/2020 10:09:33 AM"
"239",223238,"Total residential","All areas","12/1/2014 12:00:00 AM",959697000,681010000,4432280000,141365000,45660000,39090000,91597000,1689831000,16662000,667819000,88032000,"7/31/2020 10:09:33 AM"
"240",223239,"Total residential and non-residential","All areas","12/1/2014 12:00:00 AM",1650916000,1070973000,7153890000,246791000,76897000,60029000,124387000,2605168000,18302000,1090494000,196571000,"7/31/2020 10:09:33 AM"
"241",223240,"Total commercial","All areas","1/1/2015 12:00:00 AM",339665000,145646000,1586337000,44531000,8059000,7683000,13417000,482281000,1963000,477793000,58999000,"7/31/2020 10:09:33 AM"
"242",223241,"Total industrial","All areas","1/1/2015 12:00:00 AM",78054000,36200000,428453000,18833000,4573000,160000,8089000,162274000,575000,98522000,21172000,"7/31/2020 10:09:33 AM"
"243",223242,"Total institutional and governmental","All areas","1/1/2015 12:00:00 AM",82199000,42824000,677884000,29905000,6677000,0,1667000,234019000,675000,250579000,25596000,"7/31/2020 10:09:33 AM"
"244",223243,"Total residential","All areas","1/1/2015 12:00:00 AM",862848000,621232000,4123293000,101868000,33771000,34997000,37835000,1657511000,10372000,659074000,100863000,"7/31/2020 10:09:33 AM"
"245",223244,"Total residential and non-residential","All areas","1/1/2015 12:00:00 AM",1362767000,845902000,6815967000,195137000,53080000,42840000,61008000,2536086000,13585000,1485967000,206630000,"7/31/2020 10:09:33 AM"
"246",223245,"Total commercial","All areas","2/1/2015 12:00:00 AM",205336000,121285000,1207250000,45067000,13380000,11074000,23012000,492834000,2301000,213398000,76847000,"7/31/2020 10:09:33 AM"
"247",223246,"Total industrial","All areas","2/1/2015 12:00:00 AM",76444000,34424000,477868000,9681000,6130000,3671000,4817000,260892000,322000,74853000,5682000,"7/31/2020 10:09:33 AM"
"248",223247,"Total institutional and governmental","All areas","2/1/2015 12:00:00 AM",107477000,80714000,637553000,24365000,11293000,9484000,3093000,209258000,1893000,167133000,22554000,"7/31/2020 10:09:33 AM"
"249",223248,"Total residential","All areas","2/1/2015 12:00:00 AM",897352000,769424000,4344104000,130001000,35379000,33409000,104837000,1471717000,7100000,737592000,149545000,"7/31/2020 10:09:33 AM"
"250",223249,"Total residential and non-residential","All areas","2/1/2015 12:00:00 AM",1286610000,1005848000,6666775000,209114000,66182000,57638000,135759000,2434701000,11616000,1192976000,254629000,"7/31/2020 10:09:33 AM"
"251",223250,"Total commercial","All areas","3/1/2015 12:00:00 AM",322493000,251709000,1409696000,39367000,12717000,11810000,15597000,497918000,361000,188109000,69021000,"7/31/2020 10:09:33 AM"
"252",223251,"Total industrial","All areas","3/1/2015 12:00:00 AM",49990000,56514000,464772000,20492000,8738000,0,5743000,190483000,500000,102557000,29705000,"7/31/2020 10:09:33 AM"
"253",223252,"Total institutional and governmental","All areas","3/1/2015 12:00:00 AM",169558000,106667000,755714000,46748000,10226000,524000,5564000,167635000,4237000,189105000,55112000,"7/31/2020 10:09:33 AM"
"254",223253,"Total residential","All areas","3/1/2015 12:00:00 AM",935483000,823161000,4537762000,125100000,23684000,30088000,64733000,1730868000,5556000,679938000,115206000,"7/31/2020 10:09:33 AM"
"255",223254,"Total residential and non-residential","All areas","3/1/2015 12:00:00 AM",1477524000,1238051000,7167944000,231707000,55365000,42422000,91638000,2586905000,10654000,1159709000,269044000,"7/31/2020 10:09:33 AM"
"256",223255,"Total commercial","All areas","4/1/2015 12:00:00 AM",377154000,218722000,1492709000,21069000,13537000,13949000,22830000,579846000,4534000,165332000,74306000,"7/31/2020 10:09:33 AM"
"257",223256,"Total industrial","All areas","4/1/2015 12:00:00 AM",88240000,29260000,511763000,15591000,7448000,34184000,4011000,240494000,185000,63569000,26299000,"7/31/2020 10:09:33 AM"
"258",223257,"Total institutional and governmental","All areas","4/1/2015 12:00:00 AM",137233000,91869000,906661000,16209000,3270000,2713000,2608000,529384000,0,111692000,11608000,"7/31/2020 10:09:33 AM"
"259",223258,"Total residential","All areas","4/1/2015 12:00:00 AM",807195000,748242000,4590631000,113525000,26521000,38604000,78149000,1914114000,7320000,745586000,105000000,"7/31/2020 10:09:33 AM"
"260",223259,"Total residential and non-residential","All areas","4/1/2015 12:00:00 AM",1409822000,1088094000,7501763000,166394000,50776000,89450000,107598000,3263839000,12039000,1086179000,217213000,"7/31/2020 10:09:33 AM"
"261",223260,"Total commercial","All areas","5/1/2015 12:00:00 AM",390695000,160085000,1539419000,15121000,21123000,12825000,20120000,575855000,3954000,269569000,67941000,"7/31/2020 10:09:33 AM"
"262",223261,"Total industrial","All areas","5/1/2015 12:00:00 AM",94214000,28470000,435815000,14336000,6902000,221000,6266000,204467000,735000,61546000,13558000,"7/31/2020 10:09:33 AM"
"263",223262,"Total institutional and governmental","All areas","5/1/2015 12:00:00 AM",160905000,65632000,801214000,37141000,16717000,520000,2347000,344711000,3340000,133622000,36201000,"7/31/2020 10:09:33 AM"
"264",223263,"Total residential","All areas","5/1/2015 12:00:00 AM",753362000,708181000,4123077000,87120000,40125000,41604000,59992000,1655118000,8132000,676321000,85589000,"7/31/2020 10:09:33 AM"
"265",223264,"Total residential and non-residential","All areas","5/1/2015 12:00:00 AM",1399176000,962367000,6899525000,153717000,84866000,55170000,88726000,2780151000,16161000,1141058000,203290000,"7/31/2020 10:09:33 AM"
"266",223265,"Total commercial","All areas","6/1/2015 12:00:00 AM",337725000,203636000,1421662000,34694000,10425000,19477000,23050000,565813000,5110000,173957000,45179000,"7/31/2020 10:09:33 AM"
"267",223266,"Total industrial","All areas","6/1/2015 12:00:00 AM",66072000,42810000,472201000,6805000,6169000,752000,5166000,248626000,1178000,81574000,11136000,"7/31/2020 10:09:33 AM"
"268",223267,"Total institutional and governmental","All areas","6/1/2015 12:00:00 AM",315947000,63562000,848009000,10842000,25107000,758000,4939000,330610000,1001000,56120000,36342000,"7/31/2020 10:09:33 AM"
"269",223268,"Total residential","All areas","6/1/2015 12:00:00 AM",860234000,803859000,4649773000,116793000,46724000,46475000,94670000,1787784000,10637000,776872000,93566000,"7/31/2020 10:09:33 AM"
"270",223269,"Total residential and non-residential","All areas","6/1/2015 12:00:00 AM",1579979000,1113866000,7391646000,169135000,88425000,67462000,127825000,2932834000,17926000,1088523000,186221000,"7/31/2020 10:09:33 AM"
"271",223270,"Total commercial","All areas","7/1/2015 12:00:00 AM",383249000,193156000,1423188000,35544000,21266000,9841000,19621000,369740000,6824000,247621000,118947000,"7/31/2020 10:09:33 AM"
"272",223271,"Total industrial","All areas","7/1/2015 12:00:00 AM",67767000,43245000,437824000,8657000,5609000,1175000,5941000,209280000,860000,80037000,14608000,"7/31/2020 10:09:33 AM"
"273",223272,"Total institutional and governmental","All areas","7/1/2015 12:00:00 AM",153415000,43445000,520838000,12889000,13213000,2069000,1619000,156464000,2125000,74194000,47673000,"7/31/2020 10:09:33 AM"
"274",223273,"Total residential","All areas","7/1/2015 12:00:00 AM",836549000,879414000,4762843000,104312000,41091000,40673000,78715000,1978644000,10840000,694259000,89408000,"7/31/2020 10:09:33 AM"
"275",223274,"Total residential and non-residential","All areas","7/1/2015 12:00:00 AM",1440980000,1159260000,7144693000,161403000,81179000,53758000,105896000,2714128000,20649000,1096110000,270636000,"7/31/2020 10:09:33 AM"
"276",223275,"Total commercial","All areas","8/1/2015 12:00:00 AM",255391000,227692000,1463063000,46262000,16584000,13312000,23726000,628450000,1582000,198286000,43865000,"7/31/2020 10:09:33 AM"
"277",223276,"Total industrial","All areas","8/1/2015 12:00:00 AM",52065000,57241000,470087000,7063000,6486000,267000,6132000,216187000,4262000,93729000,26468000,"7/31/2020 10:09:33 AM"
"278",223277,"Total institutional and governmental","All areas","8/1/2015 12:00:00 AM",254441000,75324000,797021000,16585000,14756000,6314000,9760000,295050000,400000,67609000,52657000,"7/31/2020 10:09:33 AM"
"279",223278,"Total residential","All areas","8/1/2015 12:00:00 AM",752719000,743572000,4670592000,107133000,37273000,41635000,57415000,2061312000,14378000,747065000,98515000,"7/31/2020 10:09:33 AM"
"280",223279,"Total residential and non-residential","All areas","8/1/2015 12:00:00 AM",1314616000,1103829000,7400763000,177043000,75099000,61528000,97032000,3200998000,20622000,1106689000,221505000,"7/31/2020 10:09:33 AM"
