"","Id","When","Airport","FlightType","Alberta","ModifiedDate"
"1211",289154,"9/1/2008 12:00:00 AM","Calgary International","Domestic",713364,"8/25/2020 8:08:51 AM"
"1212",289155,"9/1/2008 12:00:00 AM","Calgary International","Transborder",180623,"8/25/2020 8:08:51 AM"
"1213",289156,"9/1/2008 12:00:00 AM","Calgary International","International",93230,"8/25/2020 8:08:51 AM"
"1214",289157,"10/1/2008 12:00:00 AM","Edmonton International","Domestic",435703,"8/25/2020 8:08:51 AM"
"1215",289158,"10/1/2008 12:00:00 AM","Edmonton International","International",13797,"8/25/2020 8:08:51 AM"
"1216",289159,"10/1/2008 12:00:00 AM","Edmonton International","Transborder",81650,"8/25/2020 8:08:51 AM"
"1217",289160,"10/1/2008 12:00:00 AM","Calgary International","Domestic",722837,"8/25/2020 8:08:51 AM"
"1218",289161,"10/1/2008 12:00:00 AM","Calgary International","Transborder",202982,"8/25/2020 8:08:51 AM"
"1219",289162,"10/1/2008 12:00:00 AM","Calgary International","International",71085,"8/25/2020 8:08:51 AM"
"1220",289163,"11/1/2008 12:00:00 AM","Edmonton International","Domestic",374199,"8/25/2020 8:08:51 AM"
"1221",289164,"11/1/2008 12:00:00 AM","Edmonton International","International",35003,"8/25/2020 8:08:51 AM"
"1222",289165,"11/1/2008 12:00:00 AM","Edmonton International","Transborder",89340,"8/25/2020 8:08:51 AM"
"1223",289166,"11/1/2008 12:00:00 AM","Calgary International","Domestic",659957,"8/25/2020 8:08:51 AM"
"1224",289167,"11/1/2008 12:00:00 AM","Calgary International","Transborder",191165,"8/25/2020 8:08:51 AM"
"1225",289168,"11/1/2008 12:00:00 AM","Calgary International","International",73343,"8/25/2020 8:08:51 AM"
"1226",289169,"12/1/2008 12:00:00 AM","Edmonton International","Domestic",397989,"8/25/2020 8:08:51 AM"
"1227",289170,"12/1/2008 12:00:00 AM","Edmonton International","International",51195,"8/25/2020 8:08:51 AM"
"1228",289171,"12/1/2008 12:00:00 AM","Edmonton International","Transborder",94087,"8/25/2020 8:08:51 AM"
"1229",289172,"12/1/2008 12:00:00 AM","Calgary International","Domestic",726523,"8/25/2020 8:08:51 AM"
"1230",289173,"12/1/2008 12:00:00 AM","Calgary International","Transborder",201456,"8/25/2020 8:08:51 AM"
"1231",289174,"12/1/2008 12:00:00 AM","Calgary International","International",95334,"8/25/2020 8:08:51 AM"
"1232",289175,"1/1/2009 12:00:00 AM","Edmonton International","Domestic",347854,"8/25/2020 8:08:51 AM"
"1233",289176,"1/1/2009 12:00:00 AM","Edmonton International","International",60297,"8/25/2020 8:08:51 AM"
"1234",289177,"1/1/2009 12:00:00 AM","Edmonton International","Transborder",85390,"8/25/2020 8:08:51 AM"
"1235",289178,"1/1/2009 12:00:00 AM","Calgary International","Domestic",646632,"8/25/2020 8:08:51 AM"
"1236",289179,"1/1/2009 12:00:00 AM","Calgary International","Transborder",180131,"8/25/2020 8:08:51 AM"
"1237",289180,"1/1/2009 12:00:00 AM","Calgary International","International",111541,"8/25/2020 8:08:51 AM"
"1238",289181,"2/1/2009 12:00:00 AM","Edmonton International","Domestic",344097,"8/25/2020 8:08:51 AM"
"1239",289182,"2/1/2009 12:00:00 AM","Edmonton International","International",55910,"8/25/2020 8:08:51 AM"
"1240",289183,"2/1/2009 12:00:00 AM","Edmonton International","Transborder",92279,"8/25/2020 8:08:51 AM"
"1241",289184,"2/1/2009 12:00:00 AM","Calgary International","Domestic",650241,"8/25/2020 8:08:51 AM"
"1242",289185,"2/1/2009 12:00:00 AM","Calgary International","Transborder",195401,"8/25/2020 8:08:51 AM"
"1243",289186,"2/1/2009 12:00:00 AM","Calgary International","International",97813,"8/25/2020 8:08:51 AM"
"1244",289187,"3/1/2009 12:00:00 AM","Edmonton International","Domestic",373377,"8/25/2020 8:08:51 AM"
"1245",289188,"3/1/2009 12:00:00 AM","Edmonton International","International",54919,"8/25/2020 8:08:51 AM"
"1246",289189,"3/1/2009 12:00:00 AM","Edmonton International","Transborder",98802,"8/25/2020 8:08:51 AM"
"1247",289190,"3/1/2009 12:00:00 AM","Calgary International","Domestic",698749,"8/25/2020 8:08:51 AM"
"1248",289191,"3/1/2009 12:00:00 AM","Calgary International","Transborder",215989,"8/25/2020 8:08:51 AM"
"1249",289192,"3/1/2009 12:00:00 AM","Calgary International","International",111177,"8/25/2020 8:08:51 AM"
"1250",289193,"4/1/2009 12:00:00 AM","Edmonton International","Domestic",381049,"8/25/2020 8:08:51 AM"
"1251",289194,"4/1/2009 12:00:00 AM","Edmonton International","International",47107,"8/25/2020 8:08:51 AM"
"1252",289195,"4/1/2009 12:00:00 AM","Edmonton International","Transborder",97910,"8/25/2020 8:08:51 AM"
"1253",289196,"4/1/2009 12:00:00 AM","Calgary International","Domestic",699402,"8/25/2020 8:08:51 AM"
"1254",289197,"4/1/2009 12:00:00 AM","Calgary International","Transborder",209741,"8/25/2020 8:08:51 AM"
"1255",289198,"4/1/2009 12:00:00 AM","Calgary International","International",100307,"8/25/2020 8:08:51 AM"
"1256",289199,"5/1/2009 12:00:00 AM","Edmonton International","Domestic",398763,"8/25/2020 8:08:51 AM"
"1257",289200,"5/1/2009 12:00:00 AM","Edmonton International","International",15868,"8/25/2020 8:08:51 AM"
"1258",289201,"5/1/2009 12:00:00 AM","Edmonton International","Transborder",73841,"8/25/2020 8:08:51 AM"
"1259",289202,"5/1/2009 12:00:00 AM","Calgary International","Domestic",704525,"8/25/2020 8:08:51 AM"
"1260",289203,"5/1/2009 12:00:00 AM","Calgary International","Transborder",176490,"8/25/2020 8:08:51 AM"
"1261",289204,"5/1/2009 12:00:00 AM","Calgary International","International",78431,"8/25/2020 8:08:51 AM"
"1262",289205,"6/1/2009 12:00:00 AM","Edmonton International","Domestic",403010,"8/25/2020 8:08:51 AM"
"1263",289206,"6/1/2009 12:00:00 AM","Edmonton International","International",14941,"8/25/2020 8:08:51 AM"
"1264",289207,"6/1/2009 12:00:00 AM","Edmonton International","Transborder",63302,"8/25/2020 8:08:51 AM"
"1265",289208,"6/1/2009 12:00:00 AM","Calgary International","Domestic",726410,"8/25/2020 8:08:51 AM"
"1266",289209,"6/1/2009 12:00:00 AM","Calgary International","Transborder",171908,"8/25/2020 8:08:51 AM"
"1267",289210,"6/1/2009 12:00:00 AM","Calgary International","International",92969,"8/25/2020 8:08:51 AM"
"1268",289211,"7/1/2009 12:00:00 AM","Edmonton International","Domestic",441999,"8/25/2020 8:08:51 AM"
"1269",289212,"7/1/2009 12:00:00 AM","Edmonton International","International",17867,"8/25/2020 8:08:51 AM"
"1270",289213,"7/1/2009 12:00:00 AM","Edmonton International","Transborder",77701,"8/25/2020 8:08:51 AM"
"1271",289214,"7/1/2009 12:00:00 AM","Calgary International","Domestic",825081,"8/25/2020 8:08:51 AM"
"1272",289215,"7/1/2009 12:00:00 AM","Calgary International","Transborder",216989,"8/25/2020 8:08:51 AM"
"1273",289216,"7/1/2009 12:00:00 AM","Calgary International","International",109459,"8/25/2020 8:08:51 AM"
"1274",289217,"8/1/2009 12:00:00 AM","Edmonton International","Domestic",474499,"8/25/2020 8:08:51 AM"
"1275",289218,"8/1/2009 12:00:00 AM","Edmonton International","International",17697,"8/25/2020 8:08:51 AM"
"1276",289219,"8/1/2009 12:00:00 AM","Edmonton International","Transborder",79407,"8/25/2020 8:08:51 AM"
"1277",289220,"8/1/2009 12:00:00 AM","Calgary International","Domestic",873357,"8/25/2020 8:08:51 AM"
"1278",289221,"8/1/2009 12:00:00 AM","Calgary International","Transborder",217282,"8/25/2020 8:08:51 AM"
"1279",289222,"8/1/2009 12:00:00 AM","Calgary International","International",111262,"8/25/2020 8:08:51 AM"
"1280",289223,"9/1/2009 12:00:00 AM","Edmonton International","Domestic",395015,"8/25/2020 8:08:51 AM"
"1281",289224,"9/1/2009 12:00:00 AM","Edmonton International","International",13926,"8/25/2020 8:08:51 AM"
"1282",289225,"9/1/2009 12:00:00 AM","Edmonton International","Transborder",64357,"8/25/2020 8:08:51 AM"
"1283",289226,"9/1/2009 12:00:00 AM","Calgary International","Domestic",739282,"8/25/2020 8:08:51 AM"
"1284",289227,"9/1/2009 12:00:00 AM","Calgary International","Transborder",181846,"8/25/2020 8:08:51 AM"
"1285",289228,"9/1/2009 12:00:00 AM","Calgary International","International",97256,"8/25/2020 8:08:51 AM"
"1286",289229,"10/1/2009 12:00:00 AM","Edmonton International","Domestic",400710,"8/25/2020 8:08:51 AM"
"1287",289230,"10/1/2009 12:00:00 AM","Edmonton International","International",11742,"8/25/2020 8:08:51 AM"
"1288",289231,"10/1/2009 12:00:00 AM","Edmonton International","Transborder",84726,"8/25/2020 8:08:51 AM"
"1289",289232,"10/1/2009 12:00:00 AM","Calgary International","Domestic",730814,"8/25/2020 8:08:51 AM"
"1290",289233,"10/1/2009 12:00:00 AM","Calgary International","Transborder",200357,"8/25/2020 8:08:51 AM"
"1291",289234,"10/1/2009 12:00:00 AM","Calgary International","International",78639,"8/25/2020 8:08:51 AM"
"1292",289235,"11/1/2009 12:00:00 AM","Edmonton International","Domestic",351158,"8/25/2020 8:08:51 AM"
"1293",289236,"11/1/2009 12:00:00 AM","Edmonton International","International",30429,"8/25/2020 8:08:51 AM"
"1294",289237,"11/1/2009 12:00:00 AM","Edmonton International","Transborder",91182,"8/25/2020 8:08:51 AM"
"1295",289238,"11/1/2009 12:00:00 AM","Calgary International","Domestic",632550,"8/25/2020 8:08:51 AM"
"1296",289239,"11/1/2009 12:00:00 AM","Calgary International","Transborder",184705,"8/25/2020 8:08:51 AM"
"1297",289240,"11/1/2009 12:00:00 AM","Calgary International","International",77354,"8/25/2020 8:08:51 AM"
"1298",289241,"12/1/2009 12:00:00 AM","Edmonton International","Domestic",392658,"8/25/2020 8:08:51 AM"
"1299",289242,"12/1/2009 12:00:00 AM","Edmonton International","International",41884,"8/25/2020 8:08:51 AM"
"1300",289243,"12/1/2009 12:00:00 AM","Edmonton International","Transborder",94540,"8/25/2020 8:08:51 AM"
"1301",289244,"12/1/2009 12:00:00 AM","Calgary International","Domestic",716134,"8/25/2020 8:08:51 AM"
"1302",289245,"12/1/2009 12:00:00 AM","Calgary International","Transborder",207998,"8/25/2020 8:08:51 AM"
"1303",289246,"12/1/2009 12:00:00 AM","Calgary International","International",106789,"8/25/2020 8:08:51 AM"
"1304",289247,"1/1/2010 12:00:00 AM","Edmonton International","Domestic",343870,"8/25/2020 8:08:51 AM"
"1305",289248,"1/1/2010 12:00:00 AM","Edmonton International","International",49937,"8/25/2020 8:08:51 AM"
"1306",289249,"1/1/2010 12:00:00 AM","Edmonton International","Transborder",92664,"8/25/2020 8:08:51 AM"
"1307",289250,"1/1/2010 12:00:00 AM","Calgary International","Domestic",633524,"8/25/2020 8:08:51 AM"
"1308",289251,"1/1/2010 12:00:00 AM","Calgary International","Transborder",204023,"8/25/2020 8:08:51 AM"
"1309",289252,"1/1/2010 12:00:00 AM","Calgary International","International",120619,"8/25/2020 8:08:51 AM"
"1310",289253,"2/1/2010 12:00:00 AM","Edmonton International","Domestic",337770,"8/25/2020 8:08:51 AM"
"1311",289254,"2/1/2010 12:00:00 AM","Edmonton International","International",46104,"8/25/2020 8:08:51 AM"
"1312",289255,"2/1/2010 12:00:00 AM","Edmonton International","Transborder",94899,"8/25/2020 8:08:51 AM"
"1313",289256,"2/1/2010 12:00:00 AM","Calgary International","Domestic",629805,"8/25/2020 8:08:51 AM"
"1314",289257,"2/1/2010 12:00:00 AM","Calgary International","Transborder",210250,"8/25/2020 8:08:51 AM"
"1315",289258,"2/1/2010 12:00:00 AM","Calgary International","International",113269,"8/25/2020 8:08:51 AM"
"1316",289259,"3/1/2010 12:00:00 AM","Edmonton International","Domestic",385352,"8/25/2020 8:08:51 AM"
"1317",289260,"3/1/2010 12:00:00 AM","Edmonton International","International",47121,"8/25/2020 8:08:51 AM"
"1318",289261,"3/1/2010 12:00:00 AM","Edmonton International","Transborder",100779,"8/25/2020 8:08:51 AM"
"1319",289262,"3/1/2010 12:00:00 AM","Calgary International","Domestic",718638,"8/25/2020 8:08:51 AM"
"1320",289263,"3/1/2010 12:00:00 AM","Calgary International","Transborder",229292,"8/25/2020 8:08:51 AM"
"1321",289264,"3/1/2010 12:00:00 AM","Calgary International","International",128885,"8/25/2020 8:08:51 AM"
"1322",289265,"4/1/2010 12:00:00 AM","Edmonton International","Domestic",365118,"8/25/2020 8:08:51 AM"
"1323",289266,"4/1/2010 12:00:00 AM","Edmonton International","International",41664,"8/25/2020 8:08:51 AM"
"1324",289267,"4/1/2010 12:00:00 AM","Edmonton International","Transborder",99324,"8/25/2020 8:08:51 AM"
"1325",289268,"4/1/2010 12:00:00 AM","Calgary International","Domestic",685738,"8/25/2020 8:08:51 AM"
"1326",289269,"4/1/2010 12:00:00 AM","Calgary International","Transborder",214851,"8/25/2020 8:08:51 AM"
"1327",289270,"4/1/2010 12:00:00 AM","Calgary International","International",109792,"8/25/2020 8:08:51 AM"
"1328",289271,"5/1/2010 12:00:00 AM","Edmonton International","Domestic",408690,"8/25/2020 8:08:51 AM"
"1329",289272,"5/1/2010 12:00:00 AM","Edmonton International","International",17855,"8/25/2020 8:08:51 AM"
"1330",289273,"5/1/2010 12:00:00 AM","Edmonton International","Transborder",79523,"8/25/2020 8:08:51 AM"
"1331",289274,"5/1/2010 12:00:00 AM","Calgary International","Domestic",735498,"8/25/2020 8:08:51 AM"
"1332",289275,"5/1/2010 12:00:00 AM","Calgary International","Transborder",194853,"8/25/2020 8:08:51 AM"
"1333",289276,"5/1/2010 12:00:00 AM","Calgary International","International",100959,"8/25/2020 8:08:51 AM"
"1334",289277,"6/1/2010 12:00:00 AM","Edmonton International","Domestic",416492,"8/25/2020 8:08:51 AM"
"1335",289278,"6/1/2010 12:00:00 AM","Edmonton International","International",16602,"8/25/2020 8:08:51 AM"
"1336",289279,"6/1/2010 12:00:00 AM","Edmonton International","Transborder",66648,"8/25/2020 8:08:51 AM"
"1337",289280,"6/1/2010 12:00:00 AM","Calgary International","Domestic",772874,"8/25/2020 8:08:51 AM"
"1338",289281,"6/1/2010 12:00:00 AM","Calgary International","Transborder",186552,"8/25/2020 8:08:51 AM"
"1339",289282,"6/1/2010 12:00:00 AM","Calgary International","International",107464,"8/25/2020 8:08:51 AM"
"1340",289283,"7/1/2010 12:00:00 AM","Edmonton International","Domestic",452455,"8/25/2020 8:08:51 AM"
"1341",289284,"7/1/2010 12:00:00 AM","Edmonton International","International",18464,"8/25/2020 8:08:51 AM"
"1342",289285,"7/1/2010 12:00:00 AM","Edmonton International","Transborder",75321,"8/25/2020 8:08:51 AM"
"1343",289286,"7/1/2010 12:00:00 AM","Calgary International","Domestic",876423,"8/25/2020 8:08:51 AM"
"1344",289287,"7/1/2010 12:00:00 AM","Calgary International","Transborder",215268,"8/25/2020 8:08:51 AM"
"1345",289288,"7/1/2010 12:00:00 AM","Calgary International","International",127639,"8/25/2020 8:08:51 AM"
"1346",289289,"8/1/2010 12:00:00 AM","Edmonton International","Domestic",470568,"8/25/2020 8:08:51 AM"
"1347",289290,"8/1/2010 12:00:00 AM","Edmonton International","International",18979,"8/25/2020 8:08:51 AM"
"1348",289291,"8/1/2010 12:00:00 AM","Edmonton International","Transborder",75683,"8/25/2020 8:08:51 AM"
"1349",289292,"8/1/2010 12:00:00 AM","Calgary International","Domestic",875332,"8/25/2020 8:08:51 AM"
"1350",289293,"8/1/2010 12:00:00 AM","Calgary International","Transborder",213927,"8/25/2020 8:08:51 AM"
"1351",289294,"8/1/2010 12:00:00 AM","Calgary International","International",125881,"8/25/2020 8:08:51 AM"
"1352",289295,"9/1/2010 12:00:00 AM","Edmonton International","Domestic",398600,"8/25/2020 8:08:51 AM"
"1353",289296,"9/1/2010 12:00:00 AM","Edmonton International","International",18331,"8/25/2020 8:08:51 AM"
"1354",289297,"9/1/2010 12:00:00 AM","Edmonton International","Transborder",66266,"8/25/2020 8:08:51 AM"
"1355",289298,"9/1/2010 12:00:00 AM","Calgary International","Domestic",751557,"8/25/2020 8:08:51 AM"
"1356",289299,"9/1/2010 12:00:00 AM","Calgary International","Transborder",189584,"8/25/2020 8:08:51 AM"
"1357",289300,"9/1/2010 12:00:00 AM","Calgary International","International",112225,"8/25/2020 8:08:51 AM"
"1358",289301,"10/1/2010 12:00:00 AM","Edmonton International","Domestic",401395,"8/25/2020 8:08:51 AM"
"1359",289302,"10/1/2010 12:00:00 AM","Edmonton International","International",14167,"8/25/2020 8:08:51 AM"
"1360",289303,"10/1/2010 12:00:00 AM","Edmonton International","Transborder",72842,"8/25/2020 8:08:51 AM"
"1361",289304,"10/1/2010 12:00:00 AM","Calgary International","Domestic",743560,"8/25/2020 8:08:51 AM"
"1362",289305,"10/1/2010 12:00:00 AM","Calgary International","Transborder",209866,"8/25/2020 8:08:51 AM"
"1363",289306,"10/1/2010 12:00:00 AM","Calgary International","International",89894,"8/25/2020 8:08:51 AM"
"1364",289307,"11/1/2010 12:00:00 AM","Edmonton International","Domestic",359121,"8/25/2020 8:08:51 AM"
"1365",289308,"11/1/2010 12:00:00 AM","Edmonton International","International",30746,"8/25/2020 8:08:51 AM"
"1366",289309,"11/1/2010 12:00:00 AM","Edmonton International","Transborder",88986,"8/25/2020 8:08:51 AM"
"1367",289310,"11/1/2010 12:00:00 AM","Calgary International","Domestic",700323,"8/25/2020 8:08:51 AM"
"1368",289311,"11/1/2010 12:00:00 AM","Calgary International","Transborder",183235,"8/25/2020 8:08:51 AM"
"1369",289312,"11/1/2010 12:00:00 AM","Calgary International","International",83621,"8/25/2020 8:08:51 AM"
"1370",289313,"12/1/2010 12:00:00 AM","Edmonton International","Domestic",387042,"8/25/2020 8:08:51 AM"
"1371",289314,"12/1/2010 12:00:00 AM","Edmonton International","International",39739,"8/25/2020 8:08:51 AM"
"1372",289315,"12/1/2010 12:00:00 AM","Edmonton International","Transborder",91003,"8/25/2020 8:08:51 AM"
"1373",289316,"12/1/2010 12:00:00 AM","Calgary International","Domestic",731006,"8/25/2020 8:08:51 AM"
"1374",289317,"12/1/2010 12:00:00 AM","Calgary International","Transborder",211666,"8/25/2020 8:08:51 AM"
"1375",289318,"12/1/2010 12:00:00 AM","Calgary International","International",104565,"8/25/2020 8:08:51 AM"
"1376",289319,"1/1/2011 12:00:00 AM","Edmonton International","International",49206,"8/25/2020 8:08:51 AM"
"1377",289320,"1/1/2011 12:00:00 AM","Edmonton International","Transborder",93492,"8/25/2020 8:08:51 AM"
"1378",289321,"1/1/2011 12:00:00 AM","Edmonton International","Domestic",347249,"8/25/2020 8:08:51 AM"
"1379",289322,"1/1/2011 12:00:00 AM","Calgary International","Domestic",650342,"8/25/2020 8:08:51 AM"
"1380",289323,"1/1/2011 12:00:00 AM","Calgary International","Transborder",206070,"8/25/2020 8:08:51 AM"
"1381",289324,"1/1/2011 12:00:00 AM","Calgary International","International",121645,"8/25/2020 8:08:51 AM"
"1382",289325,"2/1/2011 12:00:00 AM","Edmonton International","International",45282,"8/25/2020 8:08:51 AM"
"1383",289326,"2/1/2011 12:00:00 AM","Edmonton International","Transborder",96207,"8/25/2020 8:08:51 AM"
"1384",289327,"2/1/2011 12:00:00 AM","Edmonton International","Domestic",338679,"8/25/2020 8:08:51 AM"
"1385",289328,"2/1/2011 12:00:00 AM","Calgary International","Domestic",634167,"8/25/2020 8:08:51 AM"
"1386",289329,"2/1/2011 12:00:00 AM","Calgary International","Transborder",212012,"8/25/2020 8:08:51 AM"
"1387",289330,"2/1/2011 12:00:00 AM","Calgary International","International",108591,"8/25/2020 8:08:51 AM"
"1388",289331,"3/1/2011 12:00:00 AM","Edmonton International","International",51831,"8/25/2020 8:08:51 AM"
"1389",289332,"3/1/2011 12:00:00 AM","Edmonton International","Transborder",106963,"8/25/2020 8:08:51 AM"
"1390",289333,"3/1/2011 12:00:00 AM","Edmonton International","Domestic",383502,"8/25/2020 8:08:51 AM"
"1391",289334,"3/1/2011 12:00:00 AM","Calgary International","Domestic",716210,"8/25/2020 8:08:51 AM"
"1392",289335,"3/1/2011 12:00:00 AM","Calgary International","Transborder",241495,"8/25/2020 8:08:51 AM"
"1393",289336,"3/1/2011 12:00:00 AM","Calgary International","International",123834,"8/25/2020 8:08:51 AM"
"1394",289337,"4/1/2011 12:00:00 AM","Edmonton International","International",44909,"8/25/2020 8:08:51 AM"
"1395",289338,"4/1/2011 12:00:00 AM","Edmonton International","Transborder",104439,"8/25/2020 8:08:51 AM"
"1396",289339,"4/1/2011 12:00:00 AM","Edmonton International","Domestic",372631,"8/25/2020 8:08:51 AM"
"1397",289340,"4/1/2011 12:00:00 AM","Calgary International","Domestic",693595,"8/25/2020 8:08:51 AM"
"1398",289341,"4/1/2011 12:00:00 AM","Calgary International","Transborder",222138,"8/25/2020 8:08:51 AM"
"1399",289342,"4/1/2011 12:00:00 AM","Calgary International","International",119267,"8/25/2020 8:08:51 AM"
"1400",289343,"5/1/2011 12:00:00 AM","Edmonton International","International",21801,"8/25/2020 8:08:51 AM"
"1401",289344,"5/1/2011 12:00:00 AM","Edmonton International","Transborder",85386,"8/25/2020 8:08:51 AM"
"1402",289345,"5/1/2011 12:00:00 AM","Edmonton International","Domestic",411938,"8/25/2020 8:08:51 AM"
"1403",289346,"5/1/2011 12:00:00 AM","Calgary International","Domestic",750135,"8/25/2020 8:08:51 AM"
"1404",289347,"5/1/2011 12:00:00 AM","Calgary International","Transborder",199512,"8/25/2020 8:08:51 AM"
"1405",289348,"5/1/2011 12:00:00 AM","Calgary International","International",103334,"8/25/2020 8:08:51 AM"
"1406",289349,"6/1/2011 12:00:00 AM","Edmonton International","International",16788,"8/25/2020 8:08:51 AM"
"1407",289350,"6/1/2011 12:00:00 AM","Edmonton International","Transborder",71078,"8/25/2020 8:08:51 AM"
"1408",289351,"6/1/2011 12:00:00 AM","Edmonton International","Domestic",420734,"8/25/2020 8:08:51 AM"
"1409",289352,"6/1/2011 12:00:00 AM","Calgary International","Domestic",781205,"8/25/2020 8:08:51 AM"
"1410",289353,"6/1/2011 12:00:00 AM","Calgary International","Transborder",193564,"8/25/2020 8:08:51 AM"
"1411",289354,"6/1/2011 12:00:00 AM","Calgary International","International",106609,"8/25/2020 8:08:51 AM"
"1412",289355,"7/1/2011 12:00:00 AM","Edmonton International","International",19464,"8/25/2020 8:08:51 AM"
"1413",289356,"7/1/2011 12:00:00 AM","Edmonton International","Transborder",81355,"8/25/2020 8:08:51 AM"
"1414",289357,"7/1/2011 12:00:00 AM","Edmonton International","Domestic",467320,"8/25/2020 8:08:51 AM"
"1415",289358,"7/1/2011 12:00:00 AM","Calgary International","Domestic",895868,"8/25/2020 8:08:51 AM"
"1416",289359,"7/1/2011 12:00:00 AM","Calgary International","Transborder",225765,"8/25/2020 8:08:51 AM"
"1417",289360,"7/1/2011 12:00:00 AM","Calgary International","International",127249,"8/25/2020 8:08:51 AM"
"1418",289361,"8/1/2011 12:00:00 AM","Edmonton International","International",18588,"8/25/2020 8:08:51 AM"
"1419",289362,"8/1/2011 12:00:00 AM","Edmonton International","Transborder",84510,"8/25/2020 8:08:51 AM"
"1420",289363,"8/1/2011 12:00:00 AM","Edmonton International","Domestic",480463,"8/25/2020 8:08:51 AM"
"1421",289364,"8/1/2011 12:00:00 AM","Calgary International","Domestic",920329,"8/25/2020 8:08:51 AM"
"1422",289365,"8/1/2011 12:00:00 AM","Calgary International","Transborder",225358,"8/25/2020 8:08:51 AM"
"1423",289366,"8/1/2011 12:00:00 AM","Calgary International","International",120922,"8/25/2020 8:08:51 AM"
"1424",289367,"9/1/2011 12:00:00 AM","Edmonton International","International",16761,"8/25/2020 8:08:51 AM"
"1425",289368,"9/1/2011 12:00:00 AM","Edmonton International","Transborder",76810,"8/25/2020 8:08:51 AM"
"1426",289369,"9/1/2011 12:00:00 AM","Edmonton International","Domestic",409448,"8/25/2020 8:08:51 AM"
"1427",289370,"9/1/2011 12:00:00 AM","Calgary International","Domestic",780430,"8/25/2020 8:08:51 AM"
"1428",289371,"9/1/2011 12:00:00 AM","Calgary International","Transborder",196209,"8/25/2020 8:08:51 AM"
"1429",289372,"9/1/2011 12:00:00 AM","Calgary International","International",107515,"8/25/2020 8:08:51 AM"
"1430",289373,"10/1/2011 12:00:00 AM","Edmonton International","International",15911,"8/25/2020 8:08:51 AM"
"1431",289374,"10/1/2011 12:00:00 AM","Edmonton International","Transborder",90608,"8/25/2020 8:08:51 AM"
"1432",289375,"10/1/2011 12:00:00 AM","Edmonton International","Domestic",410083,"8/25/2020 8:08:51 AM"
"1433",289376,"10/1/2011 12:00:00 AM","Calgary International","Domestic",766872,"8/25/2020 8:08:51 AM"
"1434",289377,"10/1/2011 12:00:00 AM","Calgary International","Transborder",205564,"8/25/2020 8:08:51 AM"
"1435",289378,"10/1/2011 12:00:00 AM","Calgary International","International",83358,"8/25/2020 8:08:51 AM"
"1436",289379,"11/1/2011 12:00:00 AM","Edmonton International","International",32777,"8/25/2020 8:08:51 AM"
"1437",289380,"11/1/2011 12:00:00 AM","Edmonton International","Transborder",96637,"8/25/2020 8:08:51 AM"
"1438",289381,"11/1/2011 12:00:00 AM","Edmonton International","Domestic",374923,"8/25/2020 8:08:51 AM"
"1439",289382,"11/1/2011 12:00:00 AM","Calgary International","Domestic",695932,"8/25/2020 8:08:51 AM"
"1440",289383,"11/1/2011 12:00:00 AM","Calgary International","Transborder",193183,"8/25/2020 8:08:51 AM"
"1441",289384,"11/1/2011 12:00:00 AM","Calgary International","International",86105,"8/25/2020 8:08:51 AM"
"1442",289385,"12/1/2011 12:00:00 AM","Edmonton International","International",44196,"8/25/2020 8:08:51 AM"
"1443",289386,"12/1/2011 12:00:00 AM","Edmonton International","Transborder",97981,"8/25/2020 8:08:51 AM"
"1444",289387,"12/1/2011 12:00:00 AM","Edmonton International","Domestic",397187,"8/25/2020 8:08:51 AM"
"1445",289388,"12/1/2011 12:00:00 AM","Calgary International","Domestic",733632,"8/25/2020 8:08:51 AM"
"1446",289389,"12/1/2011 12:00:00 AM","Calgary International","Transborder",209287,"8/25/2020 8:08:51 AM"
"1447",289390,"12/1/2011 12:00:00 AM","Calgary International","International",108048,"8/25/2020 8:08:51 AM"
"1448",289391,"1/1/2012 12:00:00 AM","Edmonton International","International",51113,"8/25/2020 8:08:51 AM"
"1449",289392,"1/1/2012 12:00:00 AM","Edmonton International","Transborder",103784,"8/25/2020 8:08:51 AM"
"1450",289393,"1/1/2012 12:00:00 AM","Edmonton International","Domestic",377652,"8/25/2020 8:08:51 AM"
"1451",289394,"1/1/2012 12:00:00 AM","Calgary International","Domestic",703784,"8/25/2020 8:08:51 AM"
"1452",289395,"1/1/2012 12:00:00 AM","Calgary International","Transborder",221032,"8/25/2020 8:08:51 AM"
"1453",289396,"1/1/2012 12:00:00 AM","Calgary International","International",128740,"8/25/2020 8:08:51 AM"
"1454",289397,"2/1/2012 12:00:00 AM","Edmonton International","International",49637,"8/25/2020 8:08:51 AM"
"1455",289398,"2/1/2012 12:00:00 AM","Edmonton International","Transborder",108062,"8/25/2020 8:08:51 AM"
"1456",289399,"2/1/2012 12:00:00 AM","Edmonton International","Domestic",371142,"8/25/2020 8:08:51 AM"
"1457",289400,"2/1/2012 12:00:00 AM","Calgary International","Domestic",681437,"8/25/2020 8:08:51 AM"
"1458",289401,"2/1/2012 12:00:00 AM","Calgary International","Transborder",234045,"8/25/2020 8:08:51 AM"
"1459",289402,"2/1/2012 12:00:00 AM","Calgary International","International",115966,"8/25/2020 8:08:51 AM"
"1460",289403,"3/1/2012 12:00:00 AM","Edmonton International","International",54474,"8/25/2020 8:08:51 AM"
"1461",289404,"3/1/2012 12:00:00 AM","Edmonton International","Transborder",116969,"8/25/2020 8:08:51 AM"
