"","Id","When","Type","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"717",41925,"1/1/1992 12:00:00 AM","NetMigration",1803,12997,47191,-823,202,122,-331,25666,36,7857,-491,"6/18/2020 8:36:01 AM"
"718",41926,"4/1/1992 12:00:00 AM","NetMigration",3859,17338,50147,-601,15,19,929,24947,-118,4508,-1211,"6/18/2020 8:36:01 AM"
"719",41927,"7/1/1992 12:00:00 AM","NetMigration",3242,25170,54050,-1557,-1233,-1027,1109,20342,230,11547,-3342,"6/18/2020 8:36:01 AM"
"720",41928,"10/1/1992 12:00:00 AM","NetMigration",1126,13550,22814,-601,-295,974,66,5710,172,3725,-1351,"6/18/2020 8:36:01 AM"
"721",41929,"1/1/1993 12:00:00 AM","NetMigration",890,13398,32615,-318,38,-544,-172,13933,142,5693,-357,"6/18/2020 8:36:01 AM"
"722",41930,"4/1/1993 12:00:00 AM","NetMigration",1604,17850,37768,-44,-206,-599,673,15795,204,2496,-150,"6/18/2020 8:36:01 AM"
"723",41931,"7/1/1993 12:00:00 AM","NetMigration",4164,25850,56214,-1182,-30,-2150,938,21710,118,9013,-1922,"6/18/2020 8:36:01 AM"
"724",41932,"10/1/1993 12:00:00 AM","NetMigration",-857,15176,16208,-936,-262,-1119,-451,3383,211,2563,-1053,"6/18/2020 8:36:01 AM"
"725",41933,"1/1/1994 12:00:00 AM","NetMigration",1977,16414,39922,-56,-420,-1493,43,20627,158,3539,-705,"6/18/2020 8:36:01 AM"
"726",41934,"4/1/1994 12:00:00 AM","NetMigration",1989,21244,47976,178,142,-1386,-121,25591,264,1063,-928,"6/18/2020 8:36:01 AM"
"727",41935,"7/1/1994 12:00:00 AM","NetMigration",1525,27103,51161,-1092,-178,-2658,185,24126,240,2871,-811,"6/18/2020 8:36:01 AM"
"728",41936,"10/1/1994 12:00:00 AM","NetMigration",977,12355,13154,-873,-172,-1508,-620,2668,140,500,-543,"6/18/2020 8:36:01 AM"
"729",41937,"1/1/1995 12:00:00 AM","NetMigration",3192,14409,39457,720,-407,-1463,122,20137,48,3045,-592,"6/18/2020 8:36:01 AM"
"730",41938,"4/1/1995 12:00:00 AM","NetMigration",3141,18068,49388,19,-170,-1783,-119,27008,99,3548,-380,"6/18/2020 8:36:01 AM"
"731",41939,"7/1/1995 12:00:00 AM","NetMigration",3855,19731,50647,-1524,-315,-2547,1047,26515,357,4020,-573,"6/18/2020 8:36:01 AM"
"732",41940,"10/1/1995 12:00:00 AM","NetMigration",2850,14850,22300,-503,174,-1205,-428,4598,50,2618,-533,"6/18/2020 8:36:01 AM"
"733",41941,"1/1/1996 12:00:00 AM","NetMigration",3858,16606,39322,340,138,-1990,54,17377,127,2751,177,"6/18/2020 8:36:01 AM"
"734",41942,"4/1/1996 12:00:00 AM","NetMigration",6044,18190,55277,323,-26,-1974,802,29735,320,1748,-114,"6/18/2020 8:36:01 AM"
"735",41943,"7/1/1996 12:00:00 AM","NetMigration",8814,19242,55758,-1248,-199,-2342,465,30169,234,889,-17,"6/18/2020 8:36:01 AM"
"736",41944,"10/1/1996 12:00:00 AM","NetMigration",5501,11377,16196,-881,-438,-1651,34,4637,-68,-953,-965,"6/18/2020 8:36:01 AM"
"737",41945,"1/1/1997 12:00:00 AM","NetMigration",8929,12869,43080,-156,68,-1909,-225,23774,-3,639,-794,"6/18/2020 8:36:01 AM"
"738",41946,"4/1/1997 12:00:00 AM","NetMigration",11177,12194,50582,-1373,-263,-1972,421,32512,67,-1614,-295,"6/18/2020 8:36:01 AM"
"739",41947,"7/1/1997 12:00:00 AM","NetMigration",12128,10867,51541,-1968,-698,-3072,-14,36053,-59,-166,-817,"6/18/2020 8:36:01 AM"
"740",41948,"10/1/1997 12:00:00 AM","NetMigration",7377,4368,8819,-1081,-533,-1534,-90,2243,-266,-1216,61,"6/18/2020 8:36:01 AM"
"741",41949,"1/1/1998 12:00:00 AM","NetMigration",13170,2041,32449,-367,-841,-2712,-79,20758,-179,1667,-338,"6/18/2020 8:36:01 AM"
"742",41950,"4/1/1998 12:00:00 AM","NetMigration",16309,677,38959,-271,-813,-2382,-364,28357,112,-2036,-128,"6/18/2020 8:36:01 AM"
"743",41951,"7/1/1998 12:00:00 AM","NetMigration",10828,2567,40047,-696,-306,-1679,620,27261,33,2118,-30,"6/18/2020 8:36:01 AM"
"744",41952,"10/1/1998 12:00:00 AM","NetMigration",5678,1574,5808,-343,-546,-971,-309,970,89,760,-797,"6/18/2020 8:36:01 AM"
"745",41953,"1/1/1999 12:00:00 AM","NetMigration",6695,3811,36381,787,71,-1514,102,24797,16,2938,-1077,"6/18/2020 8:36:01 AM"
"746",41954,"4/1/1999 12:00:00 AM","NetMigration",9451,4619,53191,457,228,-880,1578,37561,204,1628,-1531,"6/18/2020 8:36:01 AM"
"747",41955,"7/1/1999 12:00:00 AM","NetMigration",8141,5753,55769,-272,-391,-923,1761,39612,105,4593,-2190,"6/18/2020 8:36:01 AM"
"748",41956,"10/1/1999 12:00:00 AM","NetMigration",3506,2048,12674,-152,127,-67,-1128,8002,41,1824,-1304,"6/18/2020 8:36:01 AM"
"749",41957,"1/1/2000 12:00:00 AM","NetMigration",9266,3558,47030,454,-181,-1615,-11,34908,-171,3280,-1936,"6/18/2020 8:36:01 AM"
"750",41958,"4/1/2000 12:00:00 AM","NetMigration",10129,1701,59296,-63,-286,-1306,-496,48332,164,3023,-1905,"6/18/2020 8:36:01 AM"
"751",41959,"7/1/2000 12:00:00 AM","NetMigration",7758,5978,68775,-349,-565,-914,574,52046,-45,6157,-1676,"6/18/2020 8:36:01 AM"
"752",41960,"10/1/2000 12:00:00 AM","NetMigration",6859,3246,23652,-419,-379,-890,-631,15813,72,2388,-2131,"6/18/2020 8:36:01 AM"
"753",41961,"1/1/2001 12:00:00 AM","NetMigration",8598,8059,65652,289,35,-1518,-277,45611,139,6669,-1771,"6/18/2020 8:36:01 AM"
"754",41962,"4/1/2001 12:00:00 AM","NetMigration",10047,8707,78621,220,-151,-1158,-612,56536,115,6990,-2140,"6/18/2020 8:36:01 AM"
"755",41963,"7/1/2001 12:00:00 AM","NetMigration",12256,8138,75870,-871,-843,-890,164,50171,144,10019,-2284,"6/18/2020 8:36:01 AM"
"756",41964,"10/1/2001 12:00:00 AM","NetMigration",6855,2285,18330,-358,-577,-271,118,8515,-29,3408,-1431,"6/18/2020 8:36:01 AM"
"757",41965,"1/1/2002 12:00:00 AM","NetMigration",9159,8135,65026,675,102,-1283,109,41509,50,8740,-1876,"6/18/2020 8:36:01 AM"
"758",41966,"4/1/2002 12:00:00 AM","NetMigration",12130,6083,78709,558,500,-959,658,51745,-60,9407,-1943,"6/18/2020 8:36:01 AM"
"759",41967,"7/1/2002 12:00:00 AM","NetMigration",8099,7310,60125,-958,-288,-375,150,38229,143,9715,-1615,"6/18/2020 8:36:01 AM"
"760",41968,"10/1/2002 12:00:00 AM","NetMigration",2895,2602,8640,22,-127,-355,-712,1873,-8,3069,-617,"6/18/2020 8:36:01 AM"
"761",41969,"1/1/2003 12:00:00 AM","NetMigration",6360,5439,50768,1345,23,-410,126,30733,39,8423,-1347,"6/18/2020 8:36:01 AM"
"762",41970,"4/1/2003 12:00:00 AM","NetMigration",5674,8987,64216,1398,73,-530,1418,37443,15,9752,-512,"6/18/2020 8:36:01 AM"
"763",41971,"7/1/2003 12:00:00 AM","NetMigration",6114,9823,60012,236,-236,18,459,32267,99,12131,-1008,"6/18/2020 8:36:01 AM"
"764",41972,"10/1/2003 12:00:00 AM","NetMigration",4162,6538,19420,1039,-233,-238,34,4667,45,3847,-603,"6/18/2020 8:36:01 AM"
"765",41973,"1/1/2004 12:00:00 AM","NetMigration",6526,7162,50034,1473,312,-821,-326,27277,143,8935,-371,"6/18/2020 8:36:01 AM"
"766",41974,"4/1/2004 12:00:00 AM","NetMigration",6657,9596,64662,1607,-27,-668,469,36719,-14,11222,-870,"6/18/2020 8:36:01 AM"
"767",41975,"7/1/2004 12:00:00 AM","NetMigration",13120,12078,65711,-109,-429,-706,-397,32141,-92,11750,-1411,"6/18/2020 8:36:01 AM"
"768",41976,"10/1/2004 12:00:00 AM","NetMigration",8735,6964,14557,316,-219,-259,-888,-1129,-27,3116,-1903,"6/18/2020 8:36:01 AM"
"769",41977,"1/1/2005 12:00:00 AM","NetMigration",12106,10325,48731,179,-116,-1444,-1002,23679,67,6873,-1767,"6/18/2020 8:36:01 AM"
"770",41978,"4/1/2005 12:00:00 AM","NetMigration",16604,13005,71155,-572,-745,-1118,-518,38297,189,8821,-2545,"6/18/2020 8:36:01 AM"
"771",41979,"7/1/2005 12:00:00 AM","NetMigration",16091,16060,74917,-806,-641,-736,169,35459,-22,10748,-1372,"6/18/2020 8:36:01 AM"
"772",41980,"10/1/2005 12:00:00 AM","NetMigration",17151,6221,18160,-416,-698,-1275,-895,-1256,-239,1887,-1852,"6/18/2020 8:36:01 AM"
"773",41981,"1/1/2006 12:00:00 AM","NetMigration",17382,11243,51839,468,-595,-1599,-667,21513,-65,6604,-1898,"6/18/2020 8:36:01 AM"
"774",41982,"4/1/2006 12:00:00 AM","NetMigration",16360,13365,71177,913,-879,-832,204,33075,19,9229,-225,"6/18/2020 8:36:01 AM"
"775",41983,"7/1/2006 12:00:00 AM","NetMigration",24935,15820,76801,-65,-1122,-898,-903,28458,7,11165,-445,"6/18/2020 8:36:01 AM"
"776",41984,"10/1/2006 12:00:00 AM","NetMigration",12362,7041,16678,742,-173,-474,-656,-3849,-58,1105,996,"6/18/2020 8:36:01 AM"
"777",41985,"1/1/2007 12:00:00 AM","NetMigration",11652,12080,52520,2047,191,-1591,-644,20295,33,7341,1207,"6/18/2020 8:36:01 AM"
"778",41986,"4/1/2007 12:00:00 AM","NetMigration",15331,13327,73750,2581,273,-619,99,29684,12,9741,2906,"6/18/2020 8:36:01 AM"
"779",41987,"7/1/2007 12:00:00 AM","NetMigration",11262,19691,78023,1602,333,472,23,31367,345,9551,3580,"6/18/2020 8:36:01 AM"
"780",41988,"10/1/2007 12:00:00 AM","NetMigration",8277,7392,24964,1644,106,136,245,995,25,4525,1673,"6/18/2020 8:36:01 AM"
"781",41989,"1/1/2008 12:00:00 AM","NetMigration",11776,12753,56850,1244,241,-206,299,20477,223,8126,1951,"6/18/2020 8:36:01 AM"
"782",41990,"4/1/2008 12:00:00 AM","NetMigration",20334,16880,90156,2810,244,-254,310,34782,600,12267,2194,"6/18/2020 8:36:01 AM"
"783",41991,"7/1/2008 12:00:00 AM","NetMigration",14847,20262,87811,1106,392,916,798,32440,733,13138,3284,"6/18/2020 8:36:01 AM"
"784",41992,"10/1/2008 12:00:00 AM","NetMigration",12273,10632,31421,2031,547,167,502,-758,-266,4391,2183,"6/18/2020 8:36:01 AM"
"785",41993,"1/1/2009 12:00:00 AM","NetMigration",13696,13496,63587,2067,765,-63,349,19629,218,10920,2347,"6/18/2020 8:36:01 AM"
"786",41994,"4/1/2009 12:00:00 AM","NetMigration",11378,14026,86365,4117,573,1357,772,33313,695,16934,3136,"6/18/2020 8:36:01 AM"
"787",41995,"7/1/2009 12:00:00 AM","NetMigration",6327,19454,90190,2620,636,1381,2021,37936,735,16350,2845,"6/18/2020 8:36:01 AM"
"788",41996,"10/1/2009 12:00:00 AM","NetMigration",971,9471,26881,1756,199,633,503,5250,74,6394,1783,"6/18/2020 8:36:01 AM"
"789",41997,"1/1/2010 12:00:00 AM","NetMigration",5456,12332,59662,2397,618,336,286,24585,459,10620,2280,"6/18/2020 8:36:01 AM"
"790",41998,"4/1/2010 12:00:00 AM","NetMigration",8803,11041,86017,3703,832,168,1261,39322,700,16891,2927,"6/18/2020 8:36:01 AM"
"791",41999,"7/1/2010 12:00:00 AM","NetMigration",6865,16784,93066,3267,873,75,1959,44256,1090,15013,2777,"6/18/2020 8:36:01 AM"
"792",42000,"10/1/2010 12:00:00 AM","NetMigration",243,-1228,11677,2407,437,218,129,3617,307,4391,1358,"6/18/2020 8:36:01 AM"
"793",42001,"1/1/2011 12:00:00 AM","NetMigration",7573,6579,47197,1976,127,67,303,19811,370,9298,1070,"6/18/2020 8:36:01 AM"
"794",42002,"4/1/2011 12:00:00 AM","NetMigration",13406,8360,79041,3659,635,514,598,30093,742,17133,3306,"6/18/2020 8:36:01 AM"
"795",42003,"7/1/2011 12:00:00 AM","NetMigration",12630,14243,80755,2874,-59,958,656,34125,472,11018,3720,"6/18/2020 8:36:01 AM"
"796",42004,"10/1/2011 12:00:00 AM","NetMigration",12698,3221,33633,3040,382,338,-443,6048,32,5228,3184,"6/18/2020 8:36:01 AM"
"797",42005,"1/1/2012 12:00:00 AM","NetMigration",18163,5327,54819,2372,-300,-321,-169,17136,293,9382,3001,"6/18/2020 8:36:01 AM"
"798",42006,"4/1/2012 12:00:00 AM","NetMigration",21074,10249,91357,2876,540,830,93,32028,166,18558,4901,"6/18/2020 8:36:01 AM"
"799",42007,"7/1/2012 12:00:00 AM","NetMigration",19222,14861,84505,2370,-397,743,-281,31471,81,12249,4169,"6/18/2020 8:36:01 AM"
"800",42008,"10/1/2012 12:00:00 AM","NetMigration",15170,136,22909,2615,-661,229,-374,2036,-207,2210,1961,"6/18/2020 8:36:01 AM"
"801",42009,"1/1/2013 12:00:00 AM","NetMigration",21736,6456,57829,1812,-399,405,-714,17708,-91,8843,2309,"6/18/2020 8:36:01 AM"
"802",42010,"4/1/2013 12:00:00 AM","NetMigration",28474,10528,95577,2283,7,-129,-313,33519,229,16470,4359,"6/18/2020 8:36:01 AM"
"803",42011,"7/1/2013 12:00:00 AM","NetMigration",23459,19975,92630,2010,-526,971,-239,35582,80,8719,2933,"6/18/2020 8:36:01 AM"
"804",42012,"10/1/2013 12:00:00 AM","NetMigration",14027,936,14536,1872,87,254,307,-3200,27,-1622,2150,"6/18/2020 8:36:01 AM"
"805",42013,"1/1/2014 12:00:00 AM","NetMigration",18925,10857,54806,1976,-340,-551,-412,14617,110,7011,2449,"6/18/2020 8:36:01 AM"
"806",42014,"4/1/2014 12:00:00 AM","NetMigration",23001,14499,85318,3230,-440,776,24,26055,394,15059,2370,"6/18/2020 8:36:01 AM"
"807",42015,"7/1/2014 12:00:00 AM","NetMigration",15307,21903,85569,2567,104,289,447,32033,298,10556,1981,"6/18/2020 8:36:01 AM"
"808",42016,"10/1/2014 12:00:00 AM","NetMigration",5198,778,-3383,1989,-103,217,-167,-9669,-16,-2579,1240,"6/18/2020 8:36:01 AM"
"809",42017,"1/1/2015 12:00:00 AM","NetMigration",7334,5870,24011,925,-456,170,-900,8592,79,2375,60,"6/18/2020 8:36:01 AM"
"810",42018,"4/1/2015 12:00:00 AM","NetMigration",9610,11034,64157,2668,-242,272,755,28415,435,9919,1101,"6/18/2020 8:36:01 AM"
"811",42019,"7/1/2015 12:00:00 AM","NetMigration",7765,18176,84757,3373,357,599,2002,39227,402,10010,2835,"6/18/2020 8:36:01 AM"
"812",42020,"10/1/2015 12:00:00 AM","NetMigration",4790,1806,27002,3848,708,357,1037,9603,383,2531,2070,"6/18/2020 8:36:01 AM"
"813",42021,"1/1/2016 12:00:00 AM","NetMigration",7072,14332,82640,4033,1712,547,2346,38062,678,11214,2571,"6/18/2020 8:36:01 AM"
"814",42022,"4/1/2016 12:00:00 AM","NetMigration",6569,22178,109648,4961,990,560,2619,49052,1149,17734,3459,"6/18/2020 8:36:01 AM"
"815",42023,"7/1/2016 12:00:00 AM","NetMigration",5114,19188,109262,3982,1471,397,3338,56993,882,14899,3134,"6/18/2020 8:36:01 AM"
"816",42024,"10/1/2016 12:00:00 AM","NetMigration",2875,4253,32703,3048,54,-237,300,18312,261,2384,1473,"6/18/2020 8:36:01 AM"
"817",42025,"1/1/2017 12:00:00 AM","NetMigration",4109,13597,68735,3129,653,-392,2126,29777,727,12815,1815,"6/18/2020 8:36:01 AM"
"818",42026,"4/1/2017 12:00:00 AM","NetMigration",5497,21285,117916,4773,2034,-71,2974,53491,1529,23449,2517,"6/18/2020 8:36:01 AM"
"819",42027,"7/1/2017 12:00:00 AM","NetMigration",8899,22752,136250,3922,1458,53,3804,66877,970,24583,2741,"6/18/2020 8:36:01 AM"
"820",42028,"10/1/2017 12:00:00 AM","NetMigration",4466,8560,53822,2572,415,-388,665,29348,178,7463,783,"6/18/2020 8:36:01 AM"
"821",42029,"1/1/2018 12:00:00 AM","NetMigration",6805,14863,88195,1505,1210,-648,1649,47151,599,14107,775,"6/18/2020 8:36:01 AM"
"822",42030,"4/1/2018 12:00:00 AM","NetMigration",9189,24517,140006,4330,2135,-611,4364,66169,1344,26682,1810,"6/18/2020 8:36:01 AM"
"823",42031,"7/1/2018 12:00:00 AM","NetMigration",13083,23572,147185,2872,1873,-219,5024,74384,1480,22887,2510,"6/18/2020 8:36:01 AM"
"824",42032,"10/1/2018 12:00:00 AM","NetMigration",8313,4025,53747,2338,417,-799,1252,28523,37,8122,1519,"6/18/2020 8:36:01 AM"
"825",42033,"1/1/2019 12:00:00 AM","NetMigration",9165,14628,82495,1299,1660,-716,2160,37273,588,16818,-121,"6/18/2020 8:36:01 AM"
"826",42034,"4/1/2019 12:00:00 AM","NetMigration",12899,22879,153262,3443,3213,-934,4943,71189,1259,32606,1791,"6/18/2020 8:36:01 AM"
"827",42035,"7/1/2019 12:00:00 AM","NetMigration",16522,31668,173601,2393,3300,568,5463,79955,925,30385,2421,"6/18/2020 8:36:01 AM"
"828",42036,"10/1/2019 12:00:00 AM","NetMigration",12015,4817,78663,2235,332,-90,1126,44580,262,11574,1834,"6/18/2020 8:36:01 AM"
"829",42037,"1/1/2020 12:00:00 AM","NetMigration",9326,9271,62727,488,1480,-343,1514,27733,586,13088,-757,"6/18/2020 8:36:01 AM"
