"","Id","When","Type","Alberta","ModifiedDate"
"183",49771,"1/1/2012 12:00:00 AM","Natural Gas",8873359200,"8/21/2020 1:25:18 PM"
"184",49772,"2/1/2012 12:00:00 AM","Natural Gas",8348839900,"8/21/2020 1:25:18 PM"
"185",49773,"2/1/2012 12:00:00 AM","Conventional Oil",2619447.1,"8/21/2020 1:25:18 PM"
"186",49774,"2/1/2012 12:00:00 AM","Non-Conventional Oil",7956982.4,"8/21/2020 1:25:18 PM"
"187",49775,"3/1/2012 12:00:00 AM","Conventional Oil",2888108.6,"8/21/2020 1:25:18 PM"
"188",49776,"3/1/2012 12:00:00 AM","Natural Gas",8957755000,"8/21/2020 1:25:18 PM"
"189",49777,"3/1/2012 12:00:00 AM","Non-Conventional Oil",7949891.1,"8/21/2020 1:25:18 PM"
"190",49778,"4/1/2012 12:00:00 AM","Conventional Oil",2753463.4,"8/21/2020 1:25:18 PM"
"191",49779,"4/1/2012 12:00:00 AM","Natural Gas",8583941100,"8/21/2020 1:25:18 PM"
"192",49780,"4/1/2012 12:00:00 AM","Non-Conventional Oil",8197718.7,"8/21/2020 1:25:18 PM"
"193",49781,"5/1/2012 12:00:00 AM","Conventional Oil",2780625.7,"8/21/2020 1:25:18 PM"
"194",49782,"5/1/2012 12:00:00 AM","Non-Conventional Oil",8455655.8,"8/21/2020 1:25:18 PM"
"195",49783,"5/1/2012 12:00:00 AM","Natural Gas",8701638900,"8/21/2020 1:25:18 PM"
"196",49784,"6/1/2012 12:00:00 AM","Non-Conventional Oil",8342345.1,"8/21/2020 1:25:18 PM"
"197",49785,"6/1/2012 12:00:00 AM","Conventional Oil",2613764.1,"8/21/2020 1:25:18 PM"
"198",49786,"6/1/2012 12:00:00 AM","Natural Gas",8190368900,"8/21/2020 1:25:18 PM"
"199",49787,"7/1/2012 12:00:00 AM","Conventional Oil",2685879.5,"8/21/2020 1:25:18 PM"
"200",49788,"7/1/2012 12:00:00 AM","Natural Gas",8399085600,"8/21/2020 1:25:18 PM"
"201",49789,"7/1/2012 12:00:00 AM","Non-Conventional Oil",9327507.2,"8/21/2020 1:25:18 PM"
"202",49790,"8/1/2012 12:00:00 AM","Non-Conventional Oil",9228519.7,"8/21/2020 1:25:18 PM"
"203",49791,"8/1/2012 12:00:00 AM","Natural Gas",8344328600,"8/21/2020 1:25:18 PM"
"204",49792,"8/1/2012 12:00:00 AM","Conventional Oil",2715176.2,"8/21/2020 1:25:18 PM"
"205",49793,"9/1/2012 12:00:00 AM","Non-Conventional Oil",8539397,"8/21/2020 1:25:18 PM"
"206",49794,"9/1/2012 12:00:00 AM","Natural Gas",8029030100,"8/21/2020 1:25:18 PM"
"207",49795,"9/1/2012 12:00:00 AM","Conventional Oil",2667676.6,"8/21/2020 1:25:18 PM"
"208",49796,"10/1/2012 12:00:00 AM","Non-Conventional Oil",9044593.5,"8/21/2020 1:25:18 PM"
"209",49797,"10/1/2012 12:00:00 AM","Natural Gas",8446202900,"8/21/2020 1:25:18 PM"
"210",49798,"10/1/2012 12:00:00 AM","Conventional Oil",2851859.7,"8/21/2020 1:25:18 PM"
"211",49799,"11/1/2012 12:00:00 AM","Conventional Oil",2810820.2,"8/21/2020 1:25:18 PM"
"212",49800,"11/1/2012 12:00:00 AM","Natural Gas",8290892300,"8/21/2020 1:25:18 PM"
"213",49801,"11/1/2012 12:00:00 AM","Non-Conventional Oil",8820338.2,"8/21/2020 1:25:18 PM"
"214",49802,"12/1/2012 12:00:00 AM","Conventional Oil",2951518.5,"8/21/2020 1:25:18 PM"
"215",49803,"12/1/2012 12:00:00 AM","Non-Conventional Oil",9902794.6,"8/21/2020 1:25:18 PM"
"216",49804,"12/1/2012 12:00:00 AM","Natural Gas",8410643500,"8/21/2020 1:25:18 PM"
"217",49805,"1/1/2013 12:00:00 AM","Natural Gas",8740099100,"8/21/2020 1:25:18 PM"
"218",49806,"1/1/2013 12:00:00 AM","Conventional Oil",2915192,"8/21/2020 1:25:18 PM"
"219",49807,"1/1/2013 12:00:00 AM","Non-Conventional Oil",9550096,"8/21/2020 1:25:18 PM"
"220",49808,"2/1/2013 12:00:00 AM","Natural Gas",7962578700,"8/21/2020 1:25:18 PM"
"221",49809,"2/1/2013 12:00:00 AM","Conventional Oil",2715962.5,"8/21/2020 1:25:18 PM"
"222",49810,"2/1/2013 12:00:00 AM","Non-Conventional Oil",8597166.4,"8/21/2020 1:25:18 PM"
"223",49811,"3/1/2013 12:00:00 AM","Non-Conventional Oil",9670964.1,"8/21/2020 1:25:18 PM"
"224",49812,"3/1/2013 12:00:00 AM","Natural Gas",8526284300,"8/21/2020 1:25:18 PM"
"225",49813,"3/1/2013 12:00:00 AM","Conventional Oil",3020869.1,"8/21/2020 1:25:18 PM"
"226",49814,"4/1/2013 12:00:00 AM","Conventional Oil",2922439.8,"8/21/2020 1:25:18 PM"
