"","Id","When","DataType","NAICS","PrincipalStatistics","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"494",266133,"8/1/2004 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",301568000,163702000,NA,58855000,35456000,23707000,19663000,1602928000,1825000,623541000,44815000,"8/14/2020 10:57:46 AM"
"495",266134,"9/1/2004 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",296602000,178923000,NA,64146000,36404000,21329000,19235000,1751345000,1740000,667172000,47709000,"8/14/2020 10:57:46 AM"
"496",266135,"10/1/2004 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",290703000,159129000,NA,60201000,37515000,25692000,19404000,1656762000,1273000,670845000,48310000,"8/14/2020 10:57:46 AM"
"497",266136,"11/1/2004 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",290845000,166180000,NA,58576000,33606000,24392000,19276000,1641775000,2873000,675255000,48735000,"8/14/2020 10:57:46 AM"
"498",266137,"12/1/2004 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",281784000,140474000,NA,51939000,27290000,10136000,17129000,1308883000,3300000,532805000,42279000,"8/14/2020 10:57:46 AM"
"499",266138,"1/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",286813000,155015000,NA,49452000,24801000,20601000,13953000,1442707000,2593000,493586000,34029000,"8/14/2020 10:57:46 AM"
"500",266139,"2/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",283679000,154547000,NA,54802000,21703000,19957000,15747000,1423464000,2239000,524749000,30313000,"8/14/2020 10:57:46 AM"
"501",266140,"3/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",347066000,175556000,NA,59208000,23631000,14204000,16652000,1626053000,2373000,569139000,35253000,"8/14/2020 10:57:46 AM"
"502",266141,"4/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",284188000,167976000,NA,64901000,20944000,10830000,17102000,1588071000,3436000,593399000,41250000,"8/14/2020 10:57:46 AM"
"503",266142,"5/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",312456000,190648000,NA,63200000,23749000,17775000,16686000,1605015000,2185000,646768000,46127000,"8/14/2020 10:57:46 AM"
"504",266143,"6/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",334988000,182199000,NA,67783000,27598000,17448000,20770000,1687229000,2532000,618593000,48244000,"8/14/2020 10:57:46 AM"
"505",266144,"7/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",306150000,168395000,NA,65737000,27884000,19783000,15900000,1371369000,2299000,499739000,50600000,"8/14/2020 10:57:46 AM"
"506",266145,"8/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",336255000,195916000,NA,70921000,28994000,17311000,19547000,1669536000,2327000,678621000,55667000,"8/14/2020 10:57:46 AM"
"507",266146,"9/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",341682000,207171000,NA,70538000,25581000,14388000,18543000,1720738000,2139000,674575000,49577000,"8/14/2020 10:57:46 AM"
"508",266147,"10/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",380375000,186441000,NA,68142000,26910000,24245000,21098000,1632338000,2037000,683807000,45570000,"8/14/2020 10:57:46 AM"
"509",266148,"11/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",392868000,190237000,NA,66604000,24603000,7655000,21315000,1635159000,3306000,696159000,43794000,"8/14/2020 10:57:46 AM"
"510",266149,"12/1/2005 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",386895000,182013000,NA,55700000,23071000,5084000,20499000,1340289000,2170000,579480000,43120000,"8/14/2020 10:57:46 AM"
"511",266150,"1/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",363715000,184724000,NA,55716000,24278000,4414000,18268000,1444929000,2238000,521058000,43443000,"8/14/2020 10:57:46 AM"
"512",266151,"2/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",350695000,177018000,NA,61592000,24083000,4597000,17444000,1428058000,2314000,543082000,42817000,"8/14/2020 10:57:46 AM"
"513",266152,"3/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",468448000,214883000,NA,70330000,28173000,6054000,21397000,1642723000,1914000,639113000,53803000,"8/14/2020 10:57:46 AM"
"514",266153,"4/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",353006000,162736000,NA,60122000,25940000,4419000,18387000,1471438000,3571000,597471000,53055000,"8/14/2020 10:57:46 AM"
"515",266154,"5/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",382523000,193412000,NA,65411000,30143000,7623000,19935000,1634007000,2989000,724691000,62868000,"8/14/2020 10:57:46 AM"
"516",266155,"6/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",376471000,184765000,NA,66559000,34860000,8426000,17683000,1689020000,2569000,659948000,63437000,"8/14/2020 10:57:46 AM"
"517",266156,"7/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",402751000,193588000,NA,71508000,33225000,8418000,18205000,1336716000,3607000,511755000,56634000,"8/14/2020 10:57:46 AM"
"518",266157,"8/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",429807000,201560000,NA,77491000,35849000,7894000,22007000,1609995000,3657000,667844000,60796000,"8/14/2020 10:57:46 AM"
"519",266158,"9/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",412403000,211504000,NA,68031000,36734000,8491000,22892000,1520812000,2753000,659861000,58073000,"8/14/2020 10:57:46 AM"
"520",266159,"10/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",492838000,206074000,NA,69936000,40643000,7109000,21006000,1553140000,3109000,657345000,63304000,"8/14/2020 10:57:46 AM"
"521",266160,"11/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",462644000,186687000,NA,68751000,30434000,6743000,18371000,1496153000,3777000,686328000,58545000,"8/14/2020 10:57:46 AM"
"522",266161,"12/1/2006 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",461784000,174950000,NA,57600000,26220000,5049000,17540000,1218531000,2362000,530309000,47950000,"8/14/2020 10:57:46 AM"
"523",266162,"1/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",472254000,NA,NA,58173000,27172000,NA,19471000,1340385000,NA,544673000,50112000,"8/14/2020 10:57:46 AM"
"524",266163,"2/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",403534000,NA,NA,55892000,23227000,NA,14084000,1379593000,NA,558998000,43267000,"8/14/2020 10:57:46 AM"
"525",266164,"3/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",508030000,NA,NA,63541000,26511000,NA,17694000,1534616000,NA,657563000,56644000,"8/14/2020 10:57:46 AM"
"526",266165,"4/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",425480000,NA,NA,60603000,26033000,NA,18440000,1510393000,NA,665697000,51746000,"8/14/2020 10:57:46 AM"
"527",266166,"5/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",473549000,NA,NA,69873000,33015000,NA,19209000,1667648000,NA,755916000,64186000,"8/14/2020 10:57:46 AM"
"528",266167,"6/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",437450000,NA,NA,70562000,35426000,NA,15878000,1649772000,NA,706401000,58615000,"8/14/2020 10:57:46 AM"
"529",266168,"7/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",416945000,NA,NA,68853000,36972000,NA,19372000,1455851000,NA,597435000,62682000,"8/14/2020 10:57:46 AM"
"530",266169,"8/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",461118000,NA,NA,76193000,37134000,NA,19329000,1597768000,NA,742818000,61372000,"8/14/2020 10:57:46 AM"
"531",266170,"9/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",413987000,NA,NA,66749000,36234000,NA,19727000,1491786000,NA,708480000,59039000,"8/14/2020 10:57:46 AM"
"532",266171,"10/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",469847000,NA,NA,75607000,40795000,NA,20954000,1609325000,NA,799749000,61829000,"8/14/2020 10:57:46 AM"
"533",266172,"11/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",431045000,NA,NA,72581000,34490000,NA,21667000,1518932000,NA,758961000,66547000,"8/14/2020 10:57:46 AM"
"534",266173,"12/1/2007 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",414852000,NA,NA,58087000,28525000,NA,17847000,1206949000,NA,571554000,45324000,"8/14/2020 10:57:46 AM"
"535",266174,"1/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",419345000,NA,NA,56616000,28620000,NA,NA,1343305000,NA,577985000,54652000,"8/14/2020 10:57:46 AM"
"536",266175,"2/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",420449000,NA,NA,58382000,28784000,NA,NA,1375895000,NA,617823000,54532000,"8/14/2020 10:57:46 AM"
"537",266176,"3/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",461304000,NA,NA,64317000,29672000,NA,NA,1415444000,NA,663905000,61723000,"8/14/2020 10:57:46 AM"
"538",266177,"4/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",424961000,NA,NA,74981000,33208000,NA,NA,1516547000,NA,731998000,64817000,"8/14/2020 10:57:46 AM"
"539",266178,"5/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",459871000,NA,NA,73450000,31863000,NA,NA,1512006000,NA,778103000,64062000,"8/14/2020 10:57:46 AM"
"540",266179,"6/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",502691000,NA,NA,76976000,41125000,NA,NA,1571803000,NA,714531000,68843000,"8/14/2020 10:57:46 AM"
"541",266180,"7/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",487649000,NA,NA,82009000,44017000,NA,NA,1434659000,NA,650510000,71708000,"8/14/2020 10:57:46 AM"
"542",266181,"8/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",492291000,NA,NA,80234000,42385000,NA,NA,1441589000,NA,725411000,69709000,"8/14/2020 10:57:46 AM"
"543",266182,"9/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",517599000,NA,NA,85555000,45783000,NA,NA,1569505000,NA,787340000,82894000,"8/14/2020 10:57:46 AM"
"544",266183,"10/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",555307000,NA,NA,91142000,52059000,NA,NA,1545146000,NA,832949000,79372000,"8/14/2020 10:57:46 AM"
"545",266184,"11/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",537470000,NA,NA,79347000,43496000,NA,NA,1411614000,NA,751467000,79718000,"8/14/2020 10:57:46 AM"
"546",266185,"12/1/2008 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",465530000,NA,NA,68428000,33187000,NA,NA,1148564000,NA,556652000,63182000,"8/14/2020 10:57:46 AM"
"547",266186,"1/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",394333000,NA,NA,69730000,31084000,NA,NA,1042923000,NA,542072000,62750000,"8/14/2020 10:57:46 AM"
"548",266187,"2/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",401461000,NA,NA,70102000,34817000,NA,NA,1038997000,NA,567481000,59139000,"8/14/2020 10:57:46 AM"
"549",266188,"3/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",446922000,NA,NA,81941000,31594000,NA,NA,1202153000,NA,580752000,67436000,"8/14/2020 10:57:46 AM"
"550",266189,"4/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",345052000,NA,NA,76990000,30575000,NA,NA,1142935000,NA,590696000,58444000,"8/14/2020 10:57:46 AM"
"551",266190,"5/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",338272000,NA,NA,74840000,36918000,NA,NA,1076286000,NA,595957000,66882000,"8/14/2020 10:57:46 AM"
"552",266191,"6/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",373821000,NA,NA,81810000,37841000,NA,NA,1178505000,NA,633765000,73950000,"8/14/2020 10:57:46 AM"
"553",266192,"7/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",325706000,NA,NA,65212000,35792000,NA,NA,1120391000,NA,512085000,62577000,"8/14/2020 10:57:46 AM"
"554",266193,"8/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",336321000,NA,NA,67036000,38327000,NA,NA,1131464000,NA,572545000,62922000,"8/14/2020 10:57:46 AM"
"555",266194,"9/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",392159000,NA,NA,70220000,41421000,NA,NA,1292314000,NA,655126000,61372000,"8/14/2020 10:57:46 AM"
"556",266195,"10/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",326986000,NA,NA,60425000,41340000,NA,NA,1227906000,NA,613562000,58712000,"8/14/2020 10:57:46 AM"
"557",266196,"11/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",335753000,NA,NA,63454000,31786000,NA,NA,1184405000,NA,603599000,56256000,"8/14/2020 10:57:46 AM"
"558",266197,"12/1/2009 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",314946000,NA,NA,56780000,25200000,NA,NA,1038534000,NA,468415000,45473000,"8/14/2020 10:57:46 AM"
"559",266198,"1/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",300624000,NA,NA,53907000,32867000,NA,NA,1013031000,NA,469212000,44051000,"8/14/2020 10:57:46 AM"
"560",266199,"2/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",325525000,NA,NA,59014000,31902000,NA,NA,1020913000,NA,480242000,45394000,"8/14/2020 10:57:46 AM"
"561",266200,"3/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",392575000,NA,NA,76175000,36992000,NA,NA,1271845000,NA,593579000,53767000,"8/14/2020 10:57:46 AM"
"562",266201,"4/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",347838000,NA,NA,71597000,36653000,NA,NA,1258133000,NA,536283000,49573000,"8/14/2020 10:57:46 AM"
"563",266202,"5/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",329644000,NA,NA,67278000,34450000,NA,NA,1215146000,NA,552238000,54427000,"8/14/2020 10:57:46 AM"
"564",266203,"6/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",364655000,NA,NA,77841000,40455000,NA,NA,1394162000,NA,587210000,52359000,"8/14/2020 10:57:46 AM"
"565",266204,"7/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",358632000,NA,NA,72779000,38694000,NA,NA,1233978000,NA,468627000,52657000,"8/14/2020 10:57:46 AM"
"566",266205,"8/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",414083000,NA,NA,71944000,37494000,NA,NA,1356915000,NA,581114000,55040000,"8/14/2020 10:57:46 AM"
"567",266206,"9/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",401961000,NA,NA,71451000,44959000,NA,NA,1311907000,NA,623997000,56172000,"8/14/2020 10:57:46 AM"
"568",266207,"10/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",415476000,NA,NA,64100000,47976000,NA,NA,1286160000,NA,610636000,51713000,"8/14/2020 10:57:46 AM"
"569",266208,"11/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",419089000,NA,NA,66461000,29582000,NA,NA,1303108000,NA,653480000,50647000,"8/14/2020 10:57:46 AM"
"570",266209,"12/1/2010 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",399889000,NA,NA,57534000,28411000,NA,NA,1070839000,NA,517704000,48822000,"8/14/2020 10:57:46 AM"
"571",266210,"1/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",392368000,133978000,NA,60625000,NA,9403000,NA,1118191000,2498000,455744000,46285000,"8/14/2020 10:57:46 AM"
"572",266211,"2/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",397821000,145095000,NA,59508000,NA,6938000,NA,1079606000,2346000,498084000,46954000,"8/14/2020 10:57:46 AM"
"573",266212,"3/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",460977000,179569000,NA,72869000,NA,10377000,NA,1313545000,2597000,555047000,58645000,"8/14/2020 10:57:46 AM"
"574",266213,"4/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",432077000,161523000,NA,72468000,NA,11247000,NA,1207005000,3212000,556469000,61358000,"8/14/2020 10:57:46 AM"
"575",266214,"5/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",432950000,166788000,NA,74616000,NA,10388000,NA,1277547000,2858000,604949000,71938000,"8/14/2020 10:57:46 AM"
"576",266215,"6/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",454961000,182611000,NA,82699000,NA,10422000,NA,1368858000,2431000,616712000,73229000,"8/14/2020 10:57:46 AM"
"577",266216,"7/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",442944000,168336000,NA,71733000,NA,10536000,NA,1226820000,2921000,536657000,80943000,"8/14/2020 10:57:46 AM"
"578",266217,"8/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",485113000,193026000,NA,80497000,NA,10645000,NA,1329530000,3256000,609545000,80913000,"8/14/2020 10:57:46 AM"
"579",266218,"9/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",492133000,199513000,NA,74654000,NA,9926000,NA,1389725000,3818000,676616000,81297000,"8/14/2020 10:57:46 AM"
"580",266219,"10/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",524686000,182273000,NA,74701000,NA,8600000,NA,1353658000,3712000,708814000,85200000,"8/14/2020 10:57:46 AM"
"581",266220,"11/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",545939000,179537000,NA,80005000,NA,9711000,NA,1417067000,4349000,732400000,75671000,"8/14/2020 10:57:46 AM"
"582",266221,"12/1/2011 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",494236000,162278000,NA,65230000,NA,8413000,NA,1150653000,3981000,570824000,64124000,"8/14/2020 10:57:46 AM"
"583",266222,"1/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",532905000,159181000,NA,69070000,NA,5910000,NA,1194712000,NA,564246000,63526000,"8/14/2020 10:57:46 AM"
"584",266223,"2/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",523329000,162197000,NA,75173000,NA,8875000,NA,1266140000,NA,588556000,63626000,"8/14/2020 10:57:46 AM"
"585",266224,"3/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",616001000,184753000,NA,82603000,NA,6657000,NA,1309210000,NA,645986000,72673000,"8/14/2020 10:57:46 AM"
"586",266225,"4/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",478556000,188560000,NA,76385000,NA,7185000,NA,1245102000,NA,628410000,69301000,"8/14/2020 10:57:46 AM"
"587",266226,"5/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",519042000,210660000,NA,80359000,NA,10913000,NA,1367948000,NA,719253000,81117000,"8/14/2020 10:57:46 AM"
"588",266227,"6/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",548226000,215954000,NA,79047000,NA,26272000,NA,1408058000,NA,680159000,81592000,"8/14/2020 10:57:46 AM"
"589",266228,"7/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",486987000,202979000,NA,82795000,NA,21484000,NA,1266234000,NA,626307000,74920000,"8/14/2020 10:57:46 AM"
"590",266229,"8/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",534012000,198958000,NA,82365000,NA,NA,NA,1392277000,NA,653856000,81528000,"8/14/2020 10:57:46 AM"
"591",266230,"9/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",517425000,186707000,NA,75964000,NA,NA,NA,1298636000,NA,687353000,68419000,"8/14/2020 10:57:46 AM"
"592",266231,"10/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",631694000,197135000,NA,86580000,NA,NA,NA,1417235000,NA,741053000,75082000,"8/14/2020 10:57:46 AM"
"593",266232,"11/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",605455000,182263000,NA,72312000,NA,NA,NA,1367619000,NA,732520000,60713000,"8/14/2020 10:57:46 AM"
"594",266233,"12/1/2012 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",473370000,154962000,NA,56802000,NA,NA,NA,1037471000,NA,564682000,53856000,"8/14/2020 10:57:46 AM"
"595",266234,"1/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",490609000,171897000,NA,62955000,24624000,NA,23353000,1257645000,NA,526771000,53683000,"8/14/2020 10:57:46 AM"
"596",266235,"2/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",481686000,167004000,NA,61402000,26031000,NA,19037000,1114102000,NA,559810000,51453000,"8/14/2020 10:57:46 AM"
"597",266236,"3/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",483988000,203497000,NA,64013000,29020000,NA,21049000,1243866000,NA,583112000,56949000,"8/14/2020 10:57:46 AM"
"598",266237,"4/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",461681000,193701000,NA,73857000,26852000,NA,23735000,1307836000,NA,613463000,55338000,"8/14/2020 10:57:46 AM"
"599",266238,"5/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",455072000,203015000,NA,70484000,33150000,NA,25964000,1364565000,NA,686401000,66612000,"8/14/2020 10:57:46 AM"
"600",266239,"6/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",408115000,202063000,NA,68891000,31107000,NA,25255000,1292612000,NA,605194000,63218000,"8/14/2020 10:57:46 AM"
"601",266240,"7/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",471222000,218017000,NA,77251000,34404000,NA,31318000,1308710000,NA,604725000,66610000,"8/14/2020 10:57:46 AM"
"602",266241,"8/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",493855000,215213000,NA,80154000,41794000,NA,28480000,1336965000,NA,644773000,71912000,"8/14/2020 10:57:46 AM"
"603",266242,"9/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",496909000,214284000,NA,79406000,40848000,NA,30094000,1335013000,NA,683921000,72799000,"8/14/2020 10:57:46 AM"
"604",266243,"10/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",540563000,214153000,NA,80748000,40352000,NA,35149000,1437806000,NA,733602000,75165000,"8/14/2020 10:57:46 AM"
"605",266244,"11/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",483044000,195958000,NA,76250000,31045000,NA,27283000,1260954000,NA,691074000,62621000,"8/14/2020 10:57:46 AM"
"606",266245,"12/1/2013 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",453962000,164727000,NA,55256000,27167000,NA,21122000,1175260000,NA,564031000,53328000,"8/14/2020 10:57:46 AM"
"607",266246,"1/1/2014 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",445094000,186476000,NA,62462000,23175000,16366000,21441000,1150427000,3856000,546167000,53902000,"8/14/2020 10:57:46 AM"
"608",266247,"2/1/2014 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",416187000,180198000,NA,59755000,20986000,14071000,21177000,1156091000,3380000,583020000,53249000,"8/14/2020 10:57:46 AM"
"609",266248,"3/1/2014 12:00:00 AM","Unadjusted","Fabricated metal product manufacturing","Sales of goods manufactured (shipments)",442447000,191997000,NA,70351000,23751000,22379000,27700000,1284768000,4320000,633804000,65982000,"8/14/2020 10:57:46 AM"
