"","Id","When","DataType","NAICS","PrincipalStatistics","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"1077",266716,"3/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",141573000,96175000,NA,143408000,NA,587000,NA,930367000,NA,306287000,51151000,"8/14/2020 10:57:46 AM"
"1078",266717,"4/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",126022000,98715000,NA,107846000,NA,431000,NA,878740000,NA,285134000,56178000,"8/14/2020 10:57:46 AM"
"1079",266718,"5/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",142783000,103359000,NA,101512000,NA,973000,NA,923450000,NA,305773000,42357000,"8/14/2020 10:57:46 AM"
"1080",266719,"6/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",133601000,109974000,NA,100434000,NA,560000,NA,908636000,NA,309534000,34741000,"8/14/2020 10:57:46 AM"
"1081",266720,"7/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",142947000,102613000,NA,57744000,NA,559000,NA,883661000,NA,237577000,35904000,"8/14/2020 10:57:46 AM"
"1082",266721,"8/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",145291000,95179000,NA,83924000,NA,670000,NA,803603000,NA,292705000,38404000,"8/14/2020 10:57:46 AM"
"1083",266722,"9/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",139236000,101180000,NA,100600000,NA,373000,NA,923390000,NA,352831000,39047000,"8/14/2020 10:57:46 AM"
"1084",266723,"10/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",151887000,108017000,NA,101893000,NA,365000,NA,997306000,NA,365601000,43825000,"8/14/2020 10:57:46 AM"
"1085",266724,"11/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",170698000,113541000,NA,78506000,NA,340000,NA,1000103000,NA,371824000,35722000,"8/14/2020 10:57:46 AM"
"1086",266725,"12/1/1996 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",183160000,108993000,NA,99298000,NA,324000,NA,968934000,NA,362027000,34337000,"8/14/2020 10:57:46 AM"
"1087",266726,"1/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",177122000,91808000,NA,100403000,NA,403000,NA,878785000,1102000,269434000,48123000,"8/14/2020 10:57:46 AM"
"1088",266727,"2/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",156685000,89105000,NA,114286000,NA,253000,NA,894125000,1010000,269072000,58011000,"8/14/2020 10:57:46 AM"
"1089",266728,"3/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",186377000,88273000,NA,121502000,NA,729000,NA,1007696000,1268000,329855000,65737000,"8/14/2020 10:57:46 AM"
"1090",266729,"4/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",174235000,108210000,NA,111104000,NA,413000,NA,1009656000,795000,297768000,79653000,"8/14/2020 10:57:46 AM"
"1091",266730,"5/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",173443000,111671000,NA,147426000,NA,541000,NA,1012916000,617000,304782000,58754000,"8/14/2020 10:57:46 AM"
"1092",266731,"6/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",188483000,109483000,NA,118391000,NA,605000,NA,1018786000,715000,320371000,40705000,"8/14/2020 10:57:46 AM"
"1093",266732,"7/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",175998000,112036000,NA,97452000,NA,535000,NA,1009059000,1136000,274202000,46995000,"8/14/2020 10:57:46 AM"
"1094",266733,"8/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",177256000,100854000,NA,112233000,NA,507000,NA,898096000,1520000,318967000,48884000,"8/14/2020 10:57:46 AM"
"1095",266734,"9/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",201853000,113420000,NA,139728000,NA,397000,NA,1077083000,1517000,372296000,52657000,"8/14/2020 10:57:46 AM"
"1096",266735,"10/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",217839000,124616000,NA,106285000,NA,455000,NA,1126552000,1453000,397418000,47340000,"8/14/2020 10:57:46 AM"
"1097",266736,"11/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",184615000,115708000,NA,120846000,NA,308000,NA,1048659000,961000,418800000,40678000,"8/14/2020 10:57:46 AM"
"1098",266737,"12/1/1997 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",239821000,100829000,NA,117170000,NA,285000,NA,1137527000,673000,411419000,36891000,"8/14/2020 10:57:46 AM"
"1099",266738,"1/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",199272000,110329000,NA,126454000,NA,223000,NA,997795000,440000,278940000,47918000,"8/14/2020 10:57:46 AM"
"1100",266739,"2/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",197077000,109833000,NA,121959000,NA,303000,NA,1048496000,623000,304637000,58937000,"8/14/2020 10:57:46 AM"
"1101",266740,"3/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",216932000,113658000,NA,157080000,NA,672000,NA,1118410000,673000,387002000,66834000,"8/14/2020 10:57:46 AM"
"1102",266741,"4/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",183672000,116314000,NA,145458000,NA,605000,NA,1078768000,1192000,355217000,77983000,"8/14/2020 10:57:46 AM"
"1103",266742,"5/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",183224000,116544000,NA,117089000,NA,631000,NA,1092847000,1201000,346800000,41370000,"8/14/2020 10:57:46 AM"
"1104",266743,"6/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",215963000,123465000,NA,144670000,NA,483000,NA,1171401000,1292000,366387000,42248000,"8/14/2020 10:57:46 AM"
"1105",266744,"7/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",168124000,118526000,NA,109988000,NA,439000,NA,1042722000,1175000,318323000,41454000,"8/14/2020 10:57:46 AM"
"1106",266745,"8/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",162527000,111882000,NA,67621000,NA,335000,NA,972614000,2293000,331369000,41211000,"8/14/2020 10:57:46 AM"
"1107",266746,"9/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",204955000,132831000,NA,115953000,NA,354000,NA,1098571000,1590000,409783000,35345000,"8/14/2020 10:57:46 AM"
"1108",266747,"10/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",155150000,131261000,NA,67420000,NA,384000,NA,1132734000,1548000,401129000,36370000,"8/14/2020 10:57:46 AM"
"1109",266748,"11/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",171015000,112224000,NA,99219000,NA,215000,NA,1117446000,1087000,418397000,27628000,"8/14/2020 10:57:46 AM"
"1110",266749,"12/1/1998 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",203174000,124475000,NA,74360000,NA,342000,NA,1092278000,890000,4.24e+08,25852000,"8/14/2020 10:57:46 AM"
"1111",266750,"1/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",152679000,95837000,NA,66006000,7760000,378000,5999000,951900000,692000,353091000,31368000,"8/14/2020 10:57:46 AM"
"1112",266751,"2/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",161986000,114710000,NA,68239000,9691000,389000,6769000,1030002000,693000,341172000,41083000,"8/14/2020 10:57:46 AM"
"1113",266752,"3/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",168695000,125017000,NA,82802000,10439000,779000,7644000,1244098000,921000,451644000,45227000,"8/14/2020 10:57:46 AM"
"1114",266753,"4/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",190943000,108707000,NA,81632000,10814000,639000,7220000,1170508000,1166000,387941000,56639000,"8/14/2020 10:57:46 AM"
"1115",266754,"5/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",139886000,111114000,NA,81952000,12087000,668000,7427000,1118793000,815000,408137000,36848000,"8/14/2020 10:57:46 AM"
"1116",266755,"6/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",175381000,120761000,NA,72309000,12369000,673000,8466000,1238119000,1234000,443323000,27451000,"8/14/2020 10:57:46 AM"
"1117",266756,"7/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",155860000,114786000,NA,60519000,11508000,697000,6570000,1151717000,1652000,367069000,30260000,"8/14/2020 10:57:46 AM"
"1118",266757,"8/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",166761000,113338000,NA,58079000,10794000,721000,8524000,1212908000,1505000,404435000,36552000,"8/14/2020 10:57:46 AM"
"1119",266758,"9/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",177135000,143472000,NA,58692000,12179000,590000,9652000,1135608000,2434000,514237000,34769000,"8/14/2020 10:57:46 AM"
"1120",266759,"10/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",184007000,138013000,NA,59366000,10620000,836000,10185000,1231642000,1950000,457707000,42696000,"8/14/2020 10:57:46 AM"
"1121",266760,"11/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",197891000,138212000,NA,74086000,10511000,398000,11313000,1287910000,1370000,503976000,28228000,"8/14/2020 10:57:46 AM"
"1122",266761,"12/1/1999 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",221614000,132268000,NA,63947000,9921000,710000,8375000,1335239000,963000,475675000,30200000,"8/14/2020 10:57:46 AM"
"1123",266762,"1/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",190977000,110034000,NA,59692000,9446000,369000,5650000,1089037000,679000,398866000,34566000,"8/14/2020 10:57:46 AM"
"1124",266763,"2/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",186722000,113535000,NA,68976000,9509000,499000,8522000,1210750000,570000,407025000,37639000,"8/14/2020 10:57:46 AM"
"1125",266764,"3/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",229834000,142827000,NA,74293000,11950000,424000,7951000,1550897000,1175000,483031000,52084000,"8/14/2020 10:57:46 AM"
"1126",266765,"4/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",184175000,117304000,NA,68029000,11202000,367000,8178000,1329717000,919000,364219000,49759000,"8/14/2020 10:57:46 AM"
"1127",266766,"5/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",201923000,145742000,NA,77790000,12558000,583000,8332000,1435728000,891000,460580000,42510000,"8/14/2020 10:57:46 AM"
"1128",266767,"6/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",194442000,149008000,NA,78709000,11272000,614000,9476000,1446631000,805000,468139000,31395000,"8/14/2020 10:57:46 AM"
"1129",266768,"7/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",175142000,128621000,NA,67669000,11870000,539000,8014000,1170342000,1501000,334731000,36324000,"8/14/2020 10:57:46 AM"
"1130",266769,"8/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",214113000,141759000,NA,56130000,15809000,726000,12481000,1148026000,2350000,418868000,46107000,"8/14/2020 10:57:46 AM"
"1131",266770,"9/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",228816000,141651000,NA,67210000,15034000,453000,12302000,1244817000,2650000,456667000,41630000,"8/14/2020 10:57:46 AM"
"1132",266771,"10/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",255587000,141498000,NA,73517000,11912000,305000,12570000,1206026000,2028000,454941000,50731000,"8/14/2020 10:57:46 AM"
"1133",266772,"11/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",245535000,145764000,NA,57438000,12445000,355000,14711000,1216405000,1616000,439713000,33257000,"8/14/2020 10:57:46 AM"
"1134",266773,"12/1/2000 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",290817000,157494000,NA,59616000,7309000,430000,10189000,1207647000,1201000,529601000,31821000,"8/14/2020 10:57:46 AM"
"1135",266774,"1/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",312006000,125300000,NA,67360000,9187000,427000,8894000,1173264000,961000,371693000,43233000,"8/14/2020 10:57:46 AM"
"1136",266775,"2/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",220841000,138522000,NA,59259000,8573000,426000,8209000,1201172000,694000,423029000,52162000,"8/14/2020 10:57:46 AM"
"1137",266776,"3/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",296272000,140675000,NA,69495000,11536000,685000,10104000,1315276000,1131000,498641000,64851000,"8/14/2020 10:57:46 AM"
"1138",266777,"4/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",244411000,126690000,NA,66098000,12077000,753000,13527000,1256799000,886000,409481000,67653000,"8/14/2020 10:57:46 AM"
"1139",266778,"5/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",244894000,126411000,NA,66414000,13781000,607000,8971000,1261344000,1082000,432732000,51449000,"8/14/2020 10:57:46 AM"
"1140",266779,"6/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",297576000,136926000,NA,72479000,10518000,663000,12637000,1344560000,1646000,459942000,43462000,"8/14/2020 10:57:46 AM"
"1141",266780,"7/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",245709000,117056000,NA,62271000,9863000,656000,11709000,1212196000,1385000,354716000,48228000,"8/14/2020 10:57:46 AM"
"1142",266781,"8/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",293560000,120621000,NA,63051000,13170000,811000,12163000,1149672000,1749000,404469000,58566000,"8/14/2020 10:57:46 AM"
"1143",266782,"9/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",280719000,128873000,NA,61589000,15038000,425000,13242000,1156489000,3086000,454030000,49949000,"8/14/2020 10:57:46 AM"
"1144",266783,"10/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",274631000,140669000,NA,70362000,13791000,407000,14551000,1255717000,2228000,472172000,59364000,"8/14/2020 10:57:46 AM"
"1145",266784,"11/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",271036000,119237000,NA,66543000,15301000,413000,16838000,1237335000,1380000,444924000,42350000,"8/14/2020 10:57:46 AM"
"1146",266785,"12/1/2001 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",276051000,118097000,NA,63535000,11899000,341000,11432000,1154050000,636000,454275000,46994000,"8/14/2020 10:57:46 AM"
"1147",266786,"1/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",275272000,107795000,NA,79047000,12519000,535000,10242000,1261965000,1227000,448572000,61020000,"8/14/2020 10:57:46 AM"
"1148",266787,"2/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",241731000,120180000,NA,66500000,11080000,391000,9674000,1223007000,1304000,370515000,69659000,"8/14/2020 10:57:46 AM"
"1149",266788,"3/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",258263000,138069000,NA,79074000,17860000,510000,9323000,1322982000,1990000,460148000,70666000,"8/14/2020 10:57:46 AM"
"1150",266789,"4/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",271702000,138170000,NA,92474000,17254000,351000,9110000,1392118000,1737000,439406000,79074000,"8/14/2020 10:57:46 AM"
"1151",266790,"5/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",228772000,144922000,NA,90648000,19212000,352000,10714000,1366624000,1898000,426321000,54364000,"8/14/2020 10:57:46 AM"
"1152",266791,"6/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",230662000,153659000,NA,81017000,16489000,753000,10811000,1303188000,1523000,465888000,45403000,"8/14/2020 10:57:46 AM"
"1153",266792,"7/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",237591000,143390000,NA,70707000,15111000,680000,10458000,1231226000,2448000,368890000,47113000,"8/14/2020 10:57:46 AM"
"1154",266793,"8/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",233263000,155251000,NA,76051000,18793000,455000,11583000,1239625000,3819000,412297000,55658000,"8/14/2020 10:57:46 AM"
"1155",266794,"9/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",270657000,148479000,NA,68855000,18548000,255000,9550000,1253695000,6070000,527907000,63402000,"8/14/2020 10:57:46 AM"
"1156",266795,"10/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",281362000,164940000,NA,75482000,18357000,934000,11757000,1307621000,4195000,438180000,65530000,"8/14/2020 10:57:46 AM"
"1157",266796,"11/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",272356000,165430000,NA,75861000,18541000,1015000,10246000,1277478000,4500000,407143000,51356000,"8/14/2020 10:57:46 AM"
"1158",266797,"12/1/2002 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",271526000,163617000,NA,72344000,15341000,978000,9448000,1231881000,4299000,443971000,55220000,"8/14/2020 10:57:46 AM"
"1159",266798,"1/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",237408000,123834000,NA,71102000,NA,2023000,NA,1089589000,NA,382743000,50484000,"8/14/2020 10:57:46 AM"
"1160",266799,"2/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",227959000,144044000,NA,72124000,NA,3673000,NA,1123437000,NA,394007000,58382000,"8/14/2020 10:57:46 AM"
"1161",266800,"3/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",293187000,146593000,NA,81000000,NA,4914000,NA,1297466000,NA,485936000,75637000,"8/14/2020 10:57:46 AM"
"1162",266801,"4/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",254700000,1.4e+08,NA,72601000,NA,6292000,NA,1241269000,NA,411830000,76214000,"8/14/2020 10:57:46 AM"
"1163",266802,"5/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",261537000,152665000,NA,72703000,NA,7169000,NA,1410617000,NA,409349000,57655000,"8/14/2020 10:57:46 AM"
"1164",266803,"6/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",293979000,152500000,NA,72654000,NA,8325000,NA,1343230000,NA,440089000,49593000,"8/14/2020 10:57:46 AM"
"1165",266804,"7/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",274385000,147676000,NA,78271000,NA,9585000,NA,1374894000,NA,382831000,51528000,"8/14/2020 10:57:46 AM"
"1166",266805,"8/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",272099000,150832000,NA,57524000,NA,7728000,NA,1157631000,NA,431280000,53364000,"8/14/2020 10:57:46 AM"
"1167",266806,"9/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",327260000,160655000,NA,66627000,NA,10844000,NA,1439995000,NA,527457000,56994000,"8/14/2020 10:57:46 AM"
"1168",266807,"10/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",357167000,178181000,NA,64514000,NA,14198000,NA,1394029000,NA,460050000,63960000,"8/14/2020 10:57:46 AM"
"1169",266808,"11/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",301413000,168877000,NA,67075000,NA,10139000,NA,1270148000,NA,518484000,49098000,"8/14/2020 10:57:46 AM"
"1170",266809,"12/1/2003 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",352486000,158562000,NA,75500000,NA,5193000,NA,1300955000,NA,488945000,54108000,"8/14/2020 10:57:46 AM"
"1171",266810,"1/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",329324000,139140000,NA,75573000,NA,620000,9035000,1206579000,NA,378691000,52977000,"8/14/2020 10:57:46 AM"
"1172",266811,"2/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",298219000,153711000,NA,67726000,NA,486000,7884000,1189488000,NA,389836000,65809000,"8/14/2020 10:57:46 AM"
"1173",266812,"3/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",356922000,173453000,NA,86135000,NA,1289000,12008000,1337569000,NA,455267000,78639000,"8/14/2020 10:57:46 AM"
"1174",266813,"4/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",356237000,154988000,NA,79603000,NA,1392000,8967000,1275375000,NA,391735000,76284000,"8/14/2020 10:57:46 AM"
"1175",266814,"5/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",287079000,163242000,NA,85367000,NA,948000,12268000,1243892000,NA,442844000,55549000,"8/14/2020 10:57:46 AM"
"1176",266815,"6/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",346011000,170768000,NA,93041000,NA,1028000,13505000,1307868000,NA,492271000,54094000,"8/14/2020 10:57:46 AM"
"1177",266816,"7/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",274984000,172677000,NA,75473000,NA,686000,9474000,1117682000,NA,387742000,56438000,"8/14/2020 10:57:46 AM"
"1178",266817,"8/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",304135000,166866000,NA,70280000,NA,716000,9746000,1156515000,NA,441127000,60314000,"8/14/2020 10:57:46 AM"
"1179",266818,"9/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",339431000,184295000,NA,74425000,NA,902000,17368000,1261413000,NA,479269000,62390000,"8/14/2020 10:57:46 AM"
"1180",266819,"10/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",320882000,165506000,NA,77604000,NA,649000,13030000,1175772000,NA,431325000,60656000,"8/14/2020 10:57:46 AM"
"1181",266820,"11/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",349893000,170973000,NA,76867000,NA,412000,13291000,1210934000,NA,463340000,56616000,"8/14/2020 10:57:46 AM"
"1182",266821,"12/1/2004 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",361654000,177381000,NA,71140000,NA,473000,12555000,1114356000,NA,435078000,52289000,"8/14/2020 10:57:46 AM"
"1183",266822,"1/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",355174000,154705000,NA,79487000,13553000,721000,8979000,1115661000,1241000,375089000,56011000,"8/14/2020 10:57:46 AM"
"1184",266823,"2/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",340542000,160706000,NA,77696000,11884000,1063000,10837000,1208452000,1047000,380313000,65815000,"8/14/2020 10:57:46 AM"
"1185",266824,"3/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",408805000,181498000,NA,94090000,16329000,917000,14896000,1394804000,1564000,434311000,77517000,"8/14/2020 10:57:46 AM"
"1186",266825,"4/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",364570000,174838000,NA,89718000,19782000,716000,12618000,1267025000,1825000,418125000,77176000,"8/14/2020 10:57:46 AM"
"1187",266826,"5/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",375243000,192554000,NA,92901000,18661000,925000,13723000,1352328000,1965000,421088000,60238000,"8/14/2020 10:57:46 AM"
"1188",266827,"6/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",425565000,184238000,NA,83958000,13112000,595000,13067000,1424552000,2401000,472437000,65413000,"8/14/2020 10:57:46 AM"
"1189",266828,"7/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",393385000,162196000,NA,64917000,12978000,638000,9660000,1177045000,2048000,360187000,65693000,"8/14/2020 10:57:46 AM"
"1190",266829,"8/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",442950000,173946000,NA,74249000,14680000,294000,20432000,1215607000,2263000,479645000,68713000,"8/14/2020 10:57:46 AM"
"1191",266830,"9/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",452268000,209322000,NA,80144000,18448000,742000,16255000,1319944000,3111000,488530000,65585000,"8/14/2020 10:57:46 AM"
"1192",266831,"10/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",475478000,209835000,NA,72697000,16160000,395000,15280000,1290217000,2535000,441485000,69467000,"8/14/2020 10:57:46 AM"
"1193",266832,"11/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",508171000,202376000,NA,83527000,15604000,340000,15112000,1338366000,2076000,477862000,51021000,"8/14/2020 10:57:46 AM"
"1194",266833,"12/1/2005 12:00:00 AM","Unadjusted","Machinery manufacturing","Sales of goods manufactured (shipments)",564062000,200874000,NA,79990000,14925000,305000,13647000,1285494000,1380000,477298000,52921000,"8/14/2020 10:57:46 AM"
