"","Id","When","NAICS","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"146",29524,"2/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1112.1,883.15,912.08,817.36,800.41,952.1,786.92,922.52,743.67,826.78,953.6,"7/30/2020 10:20:44 AM"
"147",29525,"3/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1104.96,873.16,905.38,829,794.12,945.24,786.44,919.43,761.56,810.8,954.51,"7/30/2020 10:20:44 AM"
"148",29526,"4/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1102.94,875.08,905.57,821.37,799.92,946.41,787.03,914.22,756.23,825.03,936.48,"7/30/2020 10:20:44 AM"
"149",29527,"5/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1097.56,877.83,910.76,815.11,807.87,940.22,800.75,918.32,769.53,841.93,935.18,"7/30/2020 10:20:44 AM"
"150",29528,"6/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1097.22,868.88,911.85,829.18,809.67,940.35,803.85,923.3,755.14,839.04,948.92,"7/30/2020 10:20:44 AM"
"151",29529,"7/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1098.63,866.19,907.09,824,800.06,948.76,808.62,913.96,738.37,834.2,946.79,"7/30/2020 10:20:44 AM"
"152",29530,"8/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1092.4,865.39,907.23,825.04,801.52,952.05,803.15,917.84,736.03,832.75,943.69,"7/30/2020 10:20:44 AM"
"153",29531,"9/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1113.73,870.62,908.05,823.02,789.7,955.12,795.21,912.23,746.11,832.77,942.21,"7/30/2020 10:20:44 AM"
"154",29532,"10/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1117.82,869.16,916.3,823.04,805.07,967.03,797.81,920.15,750.65,851.63,944.42,"7/30/2020 10:20:44 AM"
"155",29533,"11/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1136.3,897.4,922.56,843.79,824.82,973.39,806.84,929.02,756.85,827.44,958.24,"7/30/2020 10:20:44 AM"
"156",29534,"12/1/2013 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1143.4,899.73,930.65,865.31,819.24,972.95,808.13,933.3,777.05,844.31,965.01,"7/30/2020 10:20:44 AM"
"157",29535,"1/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1115.36,886.85,920.48,843.13,807.3,958.88,801.72,932.34,770.63,834.69,941.78,"7/30/2020 10:20:44 AM"
"158",29536,"2/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1147.73,899.86,933.46,852.68,823.18,979.52,814.36,941.9,769.91,838.59,970.52,"7/30/2020 10:20:44 AM"
"159",29537,"3/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1155.15,899.95,930.99,856.62,812.74,984.74,809.72,934.31,774.53,836.51,966.47,"7/30/2020 10:20:44 AM"
"160",29538,"4/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1147.48,897.29,931.37,858.53,831.66,991.16,817.61,932.52,779.61,843.29,975.02,"7/30/2020 10:20:44 AM"
"161",29539,"5/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1134.06,898.35,932.84,852.97,834.5,993.17,827.39,934.82,773.38,856.51,958.11,"7/30/2020 10:20:44 AM"
"162",29540,"6/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1150.84,889.89,938.76,868.85,834.57,998.2,830.24,943.23,783.65,857.36,979.28,"7/30/2020 10:20:44 AM"
"163",29541,"7/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1138.11,881.09,939.55,861.13,842.48,998.51,830.65,942.07,757.78,874.95,977.55,"7/30/2020 10:20:44 AM"
"164",29542,"8/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1155.78,899.52,935.49,875.64,826.44,989.41,822.5,935.88,759.29,843.88,983.69,"7/30/2020 10:20:44 AM"
"165",29543,"9/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1159.98,898.02,935.07,869.91,836.19,1001.9,811.4,935.2,757.67,843.13,978.8,"7/30/2020 10:20:44 AM"
"166",29544,"10/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1163.83,903.26,940.87,873.07,838.43,1007.62,820.09,936.54,774.08,858.9,982.95,"7/30/2020 10:20:44 AM"
"167",29545,"11/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1160.7,904.64,938.08,863.22,838.37,1013.71,816.5,938.43,782.28,844.76,990.04,"7/30/2020 10:20:44 AM"
"168",29546,"12/1/2014 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1159.05,905.48,948.27,882.46,855.76,1013.5,836.4,950.18,803.54,862.19,988.91,"7/30/2020 10:20:44 AM"
"169",29547,"1/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1157.91,912.97,944.91,875.85,841.57,1009.59,830.77,950.7,793.69,847,979.82,"7/30/2020 10:20:44 AM"
"170",29548,"2/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1176,920.78,956.66,874,854.88,1018.09,823.54,966.03,791.61,857.76,988.42,"7/30/2020 10:20:44 AM"
"171",29549,"3/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1172.75,913.49,956.76,866.43,847.82,1024.54,823.18,968.93,799.59,861.3,986.01,"7/30/2020 10:20:44 AM"
"172",29550,"4/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1144.39,896.58,954.16,860.64,856.75,1023.64,836.02,963.52,815.75,888.31,968.84,"7/30/2020 10:20:44 AM"
"173",29551,"5/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1145.52,911,944.77,876.93,848.28,1034.33,832.9,951.96,820.47,853.95,976.19,"7/30/2020 10:20:44 AM"
"174",29552,"6/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1152.28,911.93,956.2,890.14,855.45,1022.24,847.1,966.04,820.12,874.96,975.79,"7/30/2020 10:20:44 AM"
"175",29553,"7/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1118.34,906.1,953.27,887.82,860.18,1017.12,843.01,967.47,774.73,883.95,967.06,"7/30/2020 10:20:44 AM"
"176",29554,"8/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1125.8,900.24,940.5,879.68,844.67,994.96,831.92,951.76,766.86,857.82,971.95,"7/30/2020 10:20:44 AM"
"177",29555,"9/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1139.04,905.96,948.68,876.68,853.49,1012.66,832.24,957.3,788.56,871,981.82,"7/30/2020 10:20:44 AM"
"178",29556,"10/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1135.57,913.09,953.36,890.53,866.01,1025.69,835.15,961.11,806.5,878.09,988.71,"7/30/2020 10:20:44 AM"
"179",29557,"11/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1138.9,911.7,950.7,877.66,861.03,1028.63,832.3,965.76,802.53,860.35,980.52,"7/30/2020 10:20:44 AM"
"180",29558,"12/1/2015 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1138.02,926.77,964.56,903.78,871.56,1038.37,852.39,981.81,821.84,875.66,991.14,"7/30/2020 10:20:44 AM"
"181",29559,"1/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1109.64,910.34,946.01,881.06,856.99,1008.84,834.04,962.9,805.33,862.39,988.64,"7/30/2020 10:20:44 AM"
"182",29560,"2/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1141.36,926.41,960.74,890.08,868.84,1008.28,851.61,974.37,813.3,875.71,995.23,"7/30/2020 10:20:44 AM"
"183",29561,"3/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1131.81,911.84,960.37,881.53,879.93,1014.09,867.87,974.86,829.97,887.8,979.7,"7/30/2020 10:20:44 AM"
"184",29562,"4/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1123.24,927.71,954.49,887.08,876.12,1008.88,853.69,971.37,819.51,864.33,984.35,"7/30/2020 10:20:44 AM"
"185",29563,"5/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1097.95,919.22,950.65,880.35,878.1,1017.91,835.56,969.62,828.78,875.08,977.94,"7/30/2020 10:20:44 AM"
"186",29564,"6/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1102.94,919.88,960.13,892.08,881.37,1023.35,846.81,984.85,835.05,884.54,981.15,"7/30/2020 10:20:44 AM"
"187",29565,"7/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1115.87,908.72,951.39,888.81,869.31,1016.78,851.87,968.31,793.33,873.99,984.77,"7/30/2020 10:20:44 AM"
"188",29566,"8/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1122.58,913.43,953.99,889.69,861.95,1002.66,848.59,971.24,795.78,876.18,982.73,"7/30/2020 10:20:44 AM"
"189",29567,"9/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1105.98,913.62,950.36,883.48,868.24,1010.67,846.82,961.47,816.55,886.65,982.14,"7/30/2020 10:20:44 AM"
"190",29568,"10/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1113.99,916.24,952.22,880.74,886.46,1029.84,835.1,966.14,811.17,878.78,992.78,"7/30/2020 10:20:44 AM"
"191",29569,"11/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1123.52,927.68,959.27,893.44,878.31,1035.95,839.41,976.46,817.6,877.83,988.56,"7/30/2020 10:20:44 AM"
"192",29570,"12/1/2016 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1129.33,947.95,979.25,910.84,891.14,1028.93,863.2,1001.79,846.5,897.36,1009.66,"7/30/2020 10:20:44 AM"
"193",29571,"1/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1107.78,933.08,963.44,899.88,879.12,1022.97,848.42,985.71,823.99,879.45,1014.95,"7/30/2020 10:20:44 AM"
"194",29572,"2/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1122.52,939.85,970.5,909.97,873.83,1045.47,844.56,993.06,815.7,885.84,1003.73,"7/30/2020 10:20:44 AM"
"195",29573,"3/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1123.53,936.94,973.54,908.68,881.39,1044.8,863.76,990.19,838.31,901.38,1017.19,"7/30/2020 10:20:44 AM"
"196",29574,"4/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1126.47,936.69,970.96,916.82,882.01,1039.77,865.33,987.07,828.24,894.2,1008.39,"7/30/2020 10:20:44 AM"
"197",29575,"5/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1108.09,942.11,966.15,902.78,885.42,1032.99,849.93,982.15,831.51,895.98,987.09,"7/30/2020 10:20:44 AM"
"198",29576,"6/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1126.88,948.34,975.59,903.29,874.93,1033.48,872.24,993.06,829.36,901.95,1000.71,"7/30/2020 10:20:44 AM"
"199",29577,"7/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1118.83,925.93,962.67,900.73,865.15,1011.27,866.79,974.55,786.17,898.44,994.75,"7/30/2020 10:20:44 AM"
"200",29578,"8/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1119.98,924.22,972.35,911.5,883.17,1016.61,871.23,984,790.02,920.36,1000.51,"7/30/2020 10:20:44 AM"
"201",29579,"9/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1148.15,953.31,980.64,918.21,895.79,1038.06,866.5,993.83,800.36,901.94,1012.48,"7/30/2020 10:20:44 AM"
"202",29580,"10/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1155.11,952.92,980.37,904.94,902.61,1041.47,849.42,991.76,807.92,905.33,1008.57,"7/30/2020 10:20:44 AM"
"203",29581,"11/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1142.01,945.54,990.42,908.06,911.34,1053.32,866.42,1007.24,837.1,930.94,1008.01,"7/30/2020 10:20:44 AM"
"204",29582,"12/1/2017 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1156.67,980.22,1003.87,939.86,906.21,1038.18,870.91,1025.41,870.91,918.7,1050.12,"7/30/2020 10:20:44 AM"
"205",29583,"1/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1137.35,957.66,988.94,920.92,898.74,1025.18,847.91,1010.93,836.51,912.77,1021.98,"7/30/2020 10:20:44 AM"
"206",29584,"2/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1169.49,968.08,1004.84,932.63,912.38,1041.82,864.38,1026.47,847.02,927.24,1023.2,"7/30/2020 10:20:44 AM"
"207",29585,"3/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1162.62,968.4,1003.49,935.27,906.18,1033.97,871.94,1019.57,861.27,937.76,1014.38,"7/30/2020 10:20:44 AM"
"208",29586,"4/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1157.1,951.74,994.82,932.83,906.68,1034.13,858.04,1014.01,849.05,925.49,1003.5,"7/30/2020 10:20:44 AM"
"209",29587,"5/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1123.98,949.53,991.82,927.94,910.77,1047.86,865.98,1009.62,841.16,940,995.28,"7/30/2020 10:20:44 AM"
"210",29588,"6/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1151.38,975.99,1004.96,955.05,897.6,1055.59,872.75,1025.43,829.73,932.18,1028.38,"7/30/2020 10:20:44 AM"
"211",29589,"7/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1145.24,960.87,991.09,935.29,904.88,1019.44,880.8,1005.73,799.98,924.29,1003.97,"7/30/2020 10:20:44 AM"
"212",29590,"8/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1148.84,969.64,1001.53,946.69,914.4,1011.55,879.75,1017.24,823.57,941.06,997.04,"7/30/2020 10:20:44 AM"
"213",29591,"9/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1135.1,969.4,996.02,929.46,909.93,1036.98,868.53,1018.43,826.19,923.34,1010.05,"7/30/2020 10:20:44 AM"
"214",29592,"10/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1151.56,980.93,1004.29,934.58,920.9,1046.48,867.28,1022.65,853.84,931.63,1029.92,"7/30/2020 10:20:44 AM"
"215",29593,"11/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1149.62,981.65,1011.13,941.06,933.03,1043.75,883.26,1035.37,858.94,937.78,1024.54,"7/30/2020 10:20:44 AM"
"216",29594,"12/1/2018 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1151.4,992.64,1021.37,949.2,928.38,1057.49,899.53,1049.53,874.8,948.3,1016.26,"7/30/2020 10:20:44 AM"
"217",29595,"1/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1128.05,965.66,1008.07,948.32,921.68,1033.08,888.9,1028.35,856.32,957.46,1025.67,"7/30/2020 10:20:44 AM"
"218",29596,"2/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1151.94,978.46,1015.1,958.24,919.39,1040.3,883.04,1038.24,848.36,949.01,1030.09,"7/30/2020 10:20:44 AM"
"219",29597,"3/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1177.07,996.14,1022.75,967.51,933.01,1066.85,897.26,1044.47,870.78,940.76,1041.09,"7/30/2020 10:20:44 AM"
"220",29598,"4/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1148.88,990.69,1017.78,942.75,936.18,1070.87,893.9,1038.38,861.97,951.05,1043.95,"7/30/2020 10:20:44 AM"
"221",29599,"5/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1162.21,1000.17,1028.73,946.15,949.89,1055.26,901.61,1049.37,873.24,966.19,1051.47,"7/30/2020 10:20:44 AM"
"222",29600,"6/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1163.45,992.91,1024.76,950.16,927.42,1073.42,905.1,1041.88,867.6,968.35,1035.36,"7/30/2020 10:20:44 AM"
"223",29601,"7/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1154.69,981.93,1018.6,945.9,929.3,1050.75,906.74,1038.64,846.97,960.57,1026.42,"7/30/2020 10:20:44 AM"
"224",29602,"8/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1155.63,995.11,1027.84,950.22,934.16,1056.36,910.46,1051.17,846.49,970.19,1015.59,"7/30/2020 10:20:44 AM"
"225",29603,"9/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1174.75,1005.44,1034.23,957.09,943.27,1053.61,906.23,1057.12,859.98,967.7,1040.61,"7/30/2020 10:20:44 AM"
"226",29604,"10/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1193.19,1011.37,1043.14,955.34,968.36,1080.97,911.75,1057.91,883.26,986.19,1053.14,"7/30/2020 10:20:44 AM"
"227",29605,"11/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1180.15,1020.21,1042.29,961.12,965.58,1065.16,922.7,1064.14,890.24,969.82,1068.08,"7/30/2020 10:20:44 AM"
"228",29606,"12/1/2019 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1184.75,1032.16,1056.8,962.88,968.75,1072.61,929.98,1082.54,897.95,991.17,1058.89,"7/30/2020 10:20:44 AM"
"229",29607,"1/1/2020 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1168.85,1024.73,1047.1,953,958.74,1061.35,928.57,1064.03,884.85,998.29,1046.72,"7/30/2020 10:20:44 AM"
"230",29608,"2/1/2020 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1191.13,1027.99,1051.11,962.56,962.13,1059.58,924.41,1072,890.55,985.21,1065.99,"7/30/2020 10:20:44 AM"
"231",29609,"3/1/2020 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1190.11,1038.64,1054.74,946.82,973.75,1094.15,935.01,1070.56,916.92,993.65,1073.74,"7/30/2020 10:20:44 AM"
"232",29610,"4/1/2020 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1231.36,1095.11,1114.63,1025.3,1040.03,1130.51,995.92,1129.52,976.6,1065.94,1122.1,"7/30/2020 10:20:44 AM"
"233",29611,"5/1/2020 12:00:00 AM","Industrial aggregate excluding unclassified businesses",1246.12,1128.98,1135.72,1043.76,1015.82,1150.73,1010.68,1164.3,991.17,1068.67,1148.03,"7/30/2020 10:20:44 AM"
